player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Griffin Dorsey,Toronto FC,Major League Soccer,USA Major League Soccer,1,5,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,2,1,0,0,2,2,1,1,1,1,0,0,0
Miguel Berry,Columbus Crew,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Matt Lampson,Columbus Crew,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Grant Lillard,Columbus Crew,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Axel Sjöberg,Columbus Crew,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jonathan Mensah,Columbus Crew,Major League Soccer,USA Major League Soccer,23,"2,070",0,0,0,0.00,0.00,0.00,0.7,0.7,0.0,0.03,0.00,0.03,3,11,10,71,20,5,30,14,13,5,99,47,149,0,1298,1456,283,315,681,723,331,405,55
Pedro Santos,Columbus Crew,Major League Soccer,USA Major League Soccer,22,"1,833",6,7,5,0.29,0.34,0.25,4.7,3.9,5.8,0.23,0.29,0.19,55,14,37,16,57,24,108,136,50,9,304,39,14,10,540,786,225,267,211,281,98,207,81
Artur,Columbus Crew,Major League Soccer,USA Major League Soccer,22,"1,831",2,2,2,0.10,0.10,0.10,0.9,0.9,0.7,0.04,0.03,0.04,7,15,51,14,24,13,64,40,76,19,405,26,26,6,1073,1214,318,357,505,549,242,280,81
Harrison Afful,Columbus Crew,Major League Soccer,USA Major League Soccer,21,"1,796",1,1,1,0.05,0.05,0.05,0.3,0.3,1.4,0.02,0.07,0.02,59,24,19,18,18,15,82,45,36,13,169,32,58,3,1082,1366,424,472,505,597,150,264,131
Gyasi Zardes,Columbus Crew,Major League Soccer,USA Major League Soccer,21,"1,711",12,4,12,0.63,0.21,0.63,10.3,8.6,2.4,0.54,0.13,0.45,3,1,5,64,88,15,29,145,9,1,187,20,25,7,230,337,135,180,72,106,10,20,12
Eloy Room,Columbus Crew,Major League Soccer,USA Major League Soccer,17,"1,510",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,2,0,0,0,0,2,0,0,0,336,449,58,58,152,155,124,233,0
Milton Valenzuela,Columbus Crew,Major League Soccer,USA Major League Soccer,19,"1,448",0,3,0,0.00,0.19,0.00,0.3,0.3,1.8,0.02,0.11,0.02,37,5,19,12,24,12,109,52,33,9,195,34,39,4,720,925,279,315,359,434,75,144,88
Darlington Nagbe,Columbus Crew,Major League Soccer,USA Major League Soccer,15,"1,195",1,0,1,0.08,0.00,0.08,0.6,0.6,0.3,0.04,0.03,0.04,2,11,14,6,6,22,82,29,20,5,143,13,11,4,710,754,243,259,328,343,131,141,41
Luis Díaz,Columbus Crew,Major League Soccer,USA Major League Soccer,21,"1,172",0,3,0,0.00,0.23,0.00,3.1,3.1,2.7,0.24,0.21,0.24,39,8,15,7,62,20,65,76,23,9,183,19,6,4,171,260,81,113,71,98,15,36,21
Lucas Zelarayán,Columbus Crew,Major League Soccer,USA Major League Soccer,16,"1,036",6,2,6,0.52,0.17,0.52,2.8,2.0,2.9,0.24,0.25,0.17,34,1,8,1,44,47,74,115,14,2,202,11,2,7,352,461,164,189,126,154,57,105,40
Josh Williams,Columbus Crew,Major League Soccer,USA Major League Soccer,12,"1,022",0,0,0,0.00,0.00,0.00,0.7,0.7,0.0,0.06,0.00,0.06,0,7,2,39,15,4,38,11,5,0,64,9,47,1,547,607,139,160,302,315,103,126,27
Aboubacar Keita,Columbus Crew,Major League Soccer,USA Major League Soccer,11,942,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,1,12,19,2,3,21,3,18,2,79,19,39,0,486,541,92,98,278,294,114,143,25
Youness Mokhtar,Columbus Crew,Major League Soccer,USA Major League Soccer,19,805,3,1,3,0.34,0.11,0.34,2.4,2.4,1.5,0.26,0.16,0.26,22,3,14,6,41,17,48,62,23,10,127,7,1,3,251,340,116,130,101,130,31,61,32
Derrick Etienne,Columbus Crew,Major League Soccer,USA Major League Soccer,21,897,1,2,1,0.10,0.20,0.10,1.7,1.7,1.7,0.17,0.17,0.17,21,6,6,5,44,14,52,69,9,1,111,15,3,3,222,307,111,137,83,110,25,46,21
Andrew Tarbell,Columbus Crew,Major League Soccer,USA Major League Soccer,7,560,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,125,193,17,17,56,57,52,119,0
Fatai Alashe,Columbus Crew,Major League Soccer,USA Major League Soccer,8,436,1,0,1,0.21,0.00,0.21,0.7,0.7,0.2,0.14,0.03,0.14,0,1,2,5,9,2,14,18,6,1,69,10,4,0,190,229,75,88,85,91,28,42,14
Sebastian Berhalter,Columbus Crew,Major League Soccer,USA Major League Soccer,9,397,0,0,0,0.00,0.00,0.00,0.2,0.2,0.1,0.04,0.03,0.04,0,3,4,3,1,5,23,5,9,1,89,8,8,0,237,282,71,81,110,120,54,73,15
Hector Jiménez,Columbus Crew,Major League Soccer,USA Major League Soccer,8,375,0,1,0,0.00,0.24,0.00,0.1,0.1,0.6,0.01,0.14,0.01,5,7,6,5,5,0,18,13,8,6,40,7,8,1,165,205,67,73,77,90,20,34,18
Chris Cadden,Columbus Crew,Major League Soccer,USA Major League Soccer,8,354,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.06,0.00,14,1,1,4,4,4,16,11,4,0,27,9,12,1,178,217,62,69,92,114,22,30,26
Emmanuel Boateng,Columbus Crew,Major League Soccer,USA Major League Soccer,10,328,0,0,0,0.00,0.00,0.00,0.5,0.5,0.3,0.14,0.07,0.14,5,4,1,1,18,4,16,27,4,2,38,9,2,3,90,117,46,56,33,42,8,9,10
Aidan Morris,Columbus Crew,Major League Soccer,USA Major League Soccer,10,366,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.02,0.01,4,6,15,1,5,8,17,7,26,5,103,3,3,1,170,198,57,65,76,84,36,45,17
Waylon Francis,Columbus Crew,Major League Soccer,USA Major League Soccer,4,197,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.08,0.00,4,2,1,5,1,0,5,4,2,1,17,2,6,0,74,92,29,30,33,41,12,20,11
Krisztián Németh,Columbus Crew,Major League Soccer,USA Major League Soccer,4,187,1,0,1,0.48,0.00,0.48,0.8,0.8,0.0,0.39,0.00,0.39,1,0,0,3,10,1,0,16,1,0,31,1,4,0,31,37,18,20,10,12,2,3,1
Vito Wormgoor,Columbus Crew,Major League Soccer,USA Major League Soccer,2,106,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,1,0,4,0,0,5,0,0,0,6,1,6,0,73,77,16,16,37,40,18,19,2
Fanendo Adi,Columbus Crew,Major League Soccer,USA Major League Soccer,11,181,0,0,0,0.00,0.00,0.00,0.4,0.4,0.0,0.22,0.02,0.22,2,0,2,6,9,1,3,22,3,1,22,2,4,0,33,55,17,26,12,19,1,4,3
Jordan Hamilton,Columbus Crew,Major League Soccer,USA Major League Soccer,2,15,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,2,0,0,0,1,1,0,6,0,0,0,4,7,2,3,1,3,0,0,0
Michael Halliday,Orlando City,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Mason Stajduhar,Orlando City,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Robin Jansson,Orlando City,Major League Soccer,USA Major League Soccer,22,"1,980",0,0,0,0.00,0.00,0.00,0.2,0.2,0.3,0.01,0.01,0.01,1,9,13,16,5,1,23,5,22,7,114,38,117,0,842,939,188,200,472,495,172,228,30
Júnior Urso,Orlando City,Major League Soccer,USA Major League Soccer,23,"1,706",3,1,3,0.16,0.05,0.16,3.7,3.7,2.1,0.20,0.11,0.20,3,10,31,21,33,15,62,64,47,18,279,27,20,5,727,820,305,339,302,334,104,113,69
Pedro Gallese,Orlando City,Major League Soccer,USA Major League Soccer,19,"1,710",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,0,360,471,74,74,160,164,124,231,0
Antonio Carlos,Orlando City,Major League Soccer,USA Major League Soccer,20,"1,636",1,1,1,0.06,0.06,0.06,1.5,1.5,0.3,0.08,0.02,0.08,2,16,17,58,12,1,43,7,23,11,113,19,121,1,709,850,163,189,387,421,156,227,49
Ruan,Orlando City,Major League Soccer,USA Major League Soccer,21,"1,596",0,3,0,0.00,0.17,0.00,0.9,0.9,1.8,0.05,0.10,0.05,60,12,29,6,37,14,130,56,50,24,162,28,30,4,648,840,279,313,307,397,54,95,73
Chris Mueller,Orlando City,Major League Soccer,USA Major League Soccer,22,"1,465",10,6,10,0.61,0.37,0.61,6.1,6.1,3.4,0.38,0.21,0.38,30,5,9,7,73,22,80,124,20,5,231,28,11,11,468,582,246,284,173,204,37,69,56
Nani,Orlando City,Major League Soccer,USA Major League Soccer,19,"1,423",6,4,5,0.38,0.25,0.32,4.8,4.0,4.5,0.30,0.28,0.25,63,11,14,8,60,34,106,109,19,12,164,17,6,10,593,824,255,314,241,314,88,162,82
Daryl Dike,Orlando City,Major League Soccer,USA Major League Soccer,17,"1,217",8,2,8,0.59,0.15,0.59,3.9,3.9,0.6,0.29,0.04,0.29,5,0,7,32,67,12,26,108,11,3,144,13,17,10,144,197,76,97,45,62,14,20,13
Mauricio Pereyra,Orlando City,Major League Soccer,USA Major League Soccer,16,"1,099",2,5,2,0.16,0.41,0.16,0.7,0.7,4.3,0.05,0.35,0.05,14,7,8,5,20,25,54,107,17,7,210,8,4,10,569,694,254,285,210,240,93,144,73
Andrés Perea,Orlando City,Major League Soccer,USA Major League Soccer,23,"1,201",0,2,0,0.00,0.15,0.00,1.4,1.4,1.3,0.10,0.10,0.10,10,6,14,16,24,13,50,62,29,9,274,34,30,3,500,585,213,243,197,221,78,99,32
Jhegson Méndez,Orlando City,Major League Soccer,USA Major League Soccer,19,"1,088",0,0,0,0.00,0.00,0.00,1.4,1.4,0.2,0.12,0.02,0.12,5,6,35,7,12,15,39,26,49,17,247,22,19,2,683,766,355,379,249,273,68,88,61
Kyle Smith,Orlando City,Major League Soccer,USA Major League Soccer,16,"1,029",0,1,0,0.00,0.09,0.00,0.4,0.4,0.6,0.04,0.06,0.04,20,3,22,14,9,1,45,13,36,18,183,25,44,4,553,684,215,236,268,300,61,121,55
Kamal Miller,Orlando City,Major League Soccer,USA Major League Soccer,12,806,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,1,10,9,16,2,9,31,4,17,10,100,27,36,0,489,604,142,162,275,313,70,118,35
Benji Michel,Orlando City,Major League Soccer,USA Major League Soccer,21,842,5,2,5,0.53,0.21,0.53,3.3,3.3,2.7,0.35,0.28,0.35,7,1,6,15,39,11,43,69,9,5,142,18,15,3,162,205,82,96,63,78,14,22,16
Tesho Akindele,Orlando City,Major League Soccer,USA Major League Soccer,17,822,3,0,3,0.33,0.00,0.33,2.6,2.6,0.9,0.28,0.10,0.28,4,3,2,20,39,3,23,92,4,2,130,9,6,2,215,274,124,146,65,87,17,20,12
João Moutinho,Orlando City,Major League Soccer,USA Major League Soccer,8,682,0,2,0,0.00,0.26,0.00,0.5,0.5,0.8,0.07,0.10,0.07,18,5,9,15,14,10,44,14,13,7,100,12,23,3,368,473,144,160,160,195,55,104,31
Oriol Rosell,Orlando City,Major League Soccer,USA Major League Soccer,8,580,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,3,15,7,0,1,14,6,23,9,136,11,14,0,361,396,157,171,147,157,50,59,32
Rodrigo Schlegel,Orlando City,Major League Soccer,USA Major League Soccer,10,647,0,0,0,0.00,0.00,0.00,0.2,0.2,0.0,0.02,0.00,0.02,0,2,9,18,4,0,13,1,20,10,69,14,44,0,343,393,85,95,208,223,48,71,24
Joey DeZart,Orlando City,Major League Soccer,USA Major League Soccer,11,377,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.03,0.02,2,3,4,3,3,1,14,8,7,4,49,8,4,1,165,199,50,61,80,90,30,39,12
Brian Rowe,Orlando City,Major League Soccer,USA Major League Soccer,4,360,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,1,1,1,0,0,0,90,114,15,15,49,50,26,49,0
Robinho,Orlando City,Major League Soccer,USA Major League Soccer,5,144,0,0,0,0.00,0.00,0.00,0.3,0.3,0.2,0.16,0.12,0.16,4,1,4,0,13,6,15,13,6,1,43,0,0,0,57,78,20,25,31,37,6,13,7
Dom Dwyer,Orlando City,Major League Soccer,USA Major League Soccer,2,122,0,1,0,0.00,0.74,0.00,0.2,0.2,0.2,0.16,0.11,0.16,1,0,0,2,6,0,2,8,1,1,13,1,2,1,14,19,9,10,3,5,2,3,0
Jordan Bender,Orlando City,Major League Soccer,USA Major League Soccer,2,46,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.05,0.06,1,0,0,0,6,0,4,5,0,0,15,0,0,0,7,11,3,4,3,5,1,1,1
Alex DeJohn,Orlando City,Major League Soccer,USA Major League Soccer,6,58,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,2,3,2,1,3,3,2,1,6,2,7,0,14,22,4,5,9,13,1,2,2
Alexander Alvarado,Orlando City,Major League Soccer,USA Major League Soccer,2,27,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,1,0,2,0,3,3,1,1,12,2,2,0,9,9,5,5,4,4,0,0,1
Matheus Aiás,Orlando City,Major League Soccer,USA Major League Soccer,4,20,1,0,1,4.50,0.00,4.50,0.1,0.1,0.0,0.62,0.00,0.62,1,0,1,0,3,0,2,1,1,0,5,1,1,0,5,7,1,1,2,2,1,3,1
David Loera,Orlando City,Major League Soccer,USA Major League Soccer,2,16,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,7,0,1,0,2,2,1,1,1,1,0,0,0
Santiago Patiño,Orlando City,Major League Soccer,USA Major League Soccer,2,10,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,2,1,1,1,1,0,0,0
Luis Barraza,NYCFC,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Tayvon Gray,NYCFC,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Justin Haak,NYCFC,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Brad Stuver,NYCFC,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Sean Johnson,NYCFC,Major League Soccer,USA Major League Soccer,23,"2,070",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,4,0,0,1,577,772,95,95,310,314,168,358,0
Alexander Ring,NYCFC,Major League Soccer,USA Major League Soccer,23,"2,014",4,4,4,0.18,0.18,0.18,2.8,2.8,2.2,0.13,0.10,0.13,11,20,34,20,44,13,78,113,59,26,426,48,27,4,1022,1230,422,483,383,434,199,273,85
Anton Tinnerholm,NYCFC,Major League Soccer,USA Major League Soccer,23,"2,001",4,4,4,0.18,0.18,0.18,1.5,1.5,4.1,0.07,0.18,0.07,66,11,29,17,63,17,161,92,40,26,234,26,25,6,1082,1397,491,567,469,578,109,179,159
Alexander Callens,NYCFC,Major League Soccer,USA Major League Soccer,22,"1,934",2,0,2,0.09,0.00,0.09,1.1,1.1,0.1,0.05,0.01,0.05,0,11,29,50,12,4,59,5,52,23,244,29,109,1,1026,1166,391,420,454,476,167,242,67
Keaton Parks,NYCFC,Major League Soccer,USA Major League Soccer,23,"1,728",3,0,3,0.16,0.00,0.16,3.9,3.9,1.3,0.20,0.07,0.20,8,8,31,40,57,13,137,43,54,19,311,26,40,6,877,1024,397,444,311,349,146,184,106
Maxime Chanot,NYCFC,Major League Soccer,USA Major League Soccer,20,"1,711",0,0,0,0.00,0.00,0.00,1.5,1.5,0.5,0.08,0.03,0.08,1,23,18,78,24,4,58,8,32,11,141,44,126,1,843,972,226,245,484,525,129,191,68
Rónald Matarrita,NYCFC,Major League Soccer,USA Major League Soccer,21,"1,646",0,2,0,0.00,0.11,0.00,0.6,0.6,3.8,0.03,0.21,0.03,44,23,34,6,31,14,98,46,63,25,308,44,45,4,894,1142,410,463,384,465,91,176,99
Jesús Medina,NYCFC,Major League Soccer,USA Major League Soccer,22,"1,487",5,2,5,0.30,0.12,0.30,4.9,4.9,3.0,0.30,0.18,0.30,26,8,21,4,95,29,91,136,31,8,335,17,7,4,504,664,227,266,179,226,87,137,61
James Sands,NYCFC,Major League Soccer,USA Major League Soccer,16,"1,405",0,1,0,0.00,0.06,0.00,0.4,0.4,0.5,0.03,0.03,0.03,1,13,23,24,12,10,51,16,36,10,230,39,49,3,807,909,300,323,365,398,130,156,50
Valentín Castellanos,NYCFC,Major League Soccer,USA Major League Soccer,22,"1,344",6,2,4,0.40,0.13,0.27,9.8,8.2,2.3,0.65,0.16,0.55,3,4,13,43,134,16,50,155,21,6,279,14,8,6,245,352,155,194,52,88,27,39,22
Héber,NYCFC,Major League Soccer,USA Major League Soccer,12,888,1,2,1,0.10,0.20,0.10,3.2,3.2,1.8,0.33,0.19,0.33,4,1,2,11,61,9,20,86,4,1,123,11,4,3,210,272,117,140,57,76,20,27,11
Gary Mackay-Steven,NYCFC,Major League Soccer,USA Major League Soccer,22,958,2,1,2,0.19,0.09,0.19,2.8,2.8,1.6,0.27,0.15,0.27,21,7,9,8,40,11,57,79,20,4,178,23,1,3,233,313,143,167,74,99,9,22,29
Maximiliano Moralez,NYCFC,Major League Soccer,USA Major League Soccer,13,872,1,4,1,0.10,0.41,0.10,1.0,1.0,2.3,0.11,0.24,0.11,21,7,15,3,30,9,88,70,18,5,190,13,2,8,491,657,227,263,161,203,95,156,65
Alexandru Mitriță,NYCFC,Major League Soccer,USA Major League Soccer,12,698,4,2,4,0.52,0.26,0.52,1.5,1.5,1.5,0.19,0.19,0.19,6,0,10,1,25,20,65,60,15,3,92,3,1,2,227,283,116,137,69,78,34,51,34
Guðmundur Þórarinsson,NYCFC,Major League Soccer,USA Major League Soccer,19,689,0,1,0,0.00,0.13,0.00,0.2,0.2,1.1,0.02,0.14,0.02,21,7,15,7,9,4,37,21,24,9,118,16,15,1,400,495,166,186,171,202,59,93,35
Ismael Tajouri-Shradi,NYCFC,Major League Soccer,USA Major League Soccer,15,674,3,1,2,0.40,0.13,0.27,2.7,2.0,0.8,0.37,0.11,0.27,8,3,5,3,42,14,72,53,7,2,80,4,1,2,249,304,137,152,80,91,28,42,31
Sebastien Ibeagha,NYCFC,Major League Soccer,USA Major League Soccer,7,284,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,2,4,8,2,0,1,1,6,0,38,12,16,0,92,106,20,21,56,60,13,19,4
Nicolás Acevedo,NYCFC,Major League Soccer,USA Major League Soccer,12,134,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,1,7,4,0,3,6,3,8,1,55,3,4,0,82,98,33,36,41,50,8,9,2
Joseph Scally,NYCFC,Major League Soccer,USA Major League Soccer,4,70,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,4,1,0,2,1,1,1,0,1,0,14,1,2,0,41,50,17,19,18,22,5,7,2
Tony Rocha,NYCFC,Major League Soccer,USA Major League Soccer,11,58,1,0,1,1.55,0.00,1.55,0.4,0.4,0.5,0.57,0.72,0.57,2,1,2,0,8,2,2,15,4,1,33,2,0,0,29,39,13,16,11,11,4,9,6
Gedion Zelalem,NYCFC,Major League Soccer,USA Major League Soccer,1,15,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,1,0,0,2,1,1,1,0,6,1,0,0,13,15,4,6,5,5,3,3,2
Juan Pablo Torres,NYCFC,Major League Soccer,USA Major League Soccer,2,2,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,1,0,0,3,1,0,0,2,2,0,0,2,2,0,0,0
Chris Lema,NY Red Bulls,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Kendall McIntosh,NY Red Bulls,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
John Tolkin,NY Red Bulls,Major League Soccer,USA Major League Soccer,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Kyle Duncan,NY Red Bulls,Major League Soccer,USA Major League Soccer,23,"1,908",3,2,3,0.14,0.09,0.14,1.5,1.5,3.0,0.07,0.14,0.07,34,23,36,52,32,41,128,52,54,24,351,70,72,5,877,1193,463,543,326,432,65,149,93
Tim Parker,NY Red Bulls,Major League Soccer,USA Major League Soccer,19,"1,620",0,1,0,0.00,0.06,0.00,0.1,0.1,0.2,0.01,0.01,0.01,1,7,13,38,12,5,11,4,17,8,115,24,71,1,467,616,159,187,214,250,86,160,43
Jason Pendant,NY Red Bulls,Major League Soccer,USA Major League Soccer,20,"1,614",0,2,0,0.00,0.11,0.00,0.2,0.2,0.8,0.01,0.05,0.01,46,9,23,35,10,13,87,35,37,16,199,37,55,3,703,1009,364,419,280,379,46,161,78
Florian Valot,NY Red Bulls,Major League Soccer,USA Major League Soccer,23,"1,506",2,2,2,0.12,0.12,0.12,2.6,2.6,2.2,0.16,0.13,0.16,34,16,34,18,32,35,80,78,46,17,369,40,16,5,648,893,349,414,204,277,68,138,91
Daniel Royer,NY Red Bulls,Major League Soccer,USA Major League Soccer,20,"1,350",4,2,4,0.27,0.13,0.27,4.2,4.2,1.9,0.28,0.13,0.28,16,3,6,49,55,11,40,147,11,2,187,30,9,4,353,483,223,280,100,132,21,37,44
Aaron Long,NY Red Bulls,Major League Soccer,USA Major League Soccer,16,"1,329",2,0,2,0.14,0.00,0.14,1.1,1.1,0.2,0.07,0.01,0.07,1,6,11,60,14,1,21,6,17,5,144,25,81,0,427,561,132,161,217,267,76,125,44
Cristian Cásseres Jr.,NY Red Bulls,Major League Soccer,USA Major League Soccer,19,"1,313",2,2,2,0.14,0.14,0.14,0.7,0.7,1.1,0.05,0.08,0.05,11,15,33,23,15,22,66,38,53,23,308,44,19,5,533,695,301,354,168,218,45,75,67
Ryan Meara,NY Red Bulls,Major League Soccer,USA Major League Soccer,13,"1,141",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,319,50,51,71,73,72,195,0
Kaku,NY Red Bulls,Major League Soccer,USA Major League Soccer,16,"1,082",2,3,2,0.17,0.25,0.17,1.2,1.2,3.6,0.10,0.30,0.10,35,6,9,2,26,10,49,111,16,7,180,12,0,4,450,658,227,276,149,224,63,126,89
Sean Davis,NY Red Bulls,Major League Soccer,USA Major League Soccer,14,"1,081",0,0,0,0.00,0.00,0.00,0.3,0.3,0.6,0.02,0.05,0.02,11,12,15,17,8,11,53,12,26,12,216,29,17,2,512,648,261,310,201,233,41,82,77
Tom Barlow,NY Red Bulls,Major League Soccer,USA Major League Soccer,21,973,3,0,3,0.28,0.00,0.28,6.7,6.7,0.5,0.62,0.05,0.62,11,0,8,34,77,10,17,88,10,0,217,6,4,3,154,219,91,122,44,63,5,8,10
Jared Stroud,NY Red Bulls,Major League Soccer,USA Major League Soccer,20,925,0,2,0,0.00,0.19,0.00,0.3,0.3,3.6,0.02,0.35,0.02,44,5,9,5,47,1,69,71,15,7,196,33,2,4,255,405,137,184,82,120,20,58,31
Amro Tarek,NY Red Bulls,Major League Soccer,USA Major League Soccer,12,937,0,0,0,0.00,0.00,0.00,0.1,0.1,0.2,0.01,0.02,0.01,5,10,8,28,8,4,14,2,22,7,104,27,58,0,292,375,78,89,153,173,56,104,19
David Jensen,NY Red Bulls,Major League Soccer,USA Major League Soccer,11,929,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,248,21,21,33,35,75,192,0
Brian White,NY Red Bulls,Major League Soccer,USA Major League Soccer,18,871,5,1,5,0.52,0.10,0.52,4.1,4.1,0.7,0.42,0.07,0.42,6,2,0,32,49,4,12,86,5,2,137,16,6,1,130,215,82,126,37,57,4,11,7
Dru Yearwood,NY Red Bulls,Major League Soccer,USA Major League Soccer,12,609,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.02,0.01,0.02,2,7,10,6,3,11,20,12,15,5,126,23,6,0,212,286,92,117,88,108,30,55,25
Marc Rzatkowski,NY Red Bulls,Major League Soccer,USA Major League Soccer,16,699,0,1,0,0.00,0.13,0.00,0.2,0.2,0.7,0.03,0.09,0.03,24,0,12,7,16,7,46,41,22,8,153,15,2,1,289,400,139,164,105,142,37,66,39
Mandela Egbo,NY Red Bulls,Major League Soccer,USA Major League Soccer,9,450,1,1,0,0.20,0.20,0.00,1.0,0.2,0.3,0.19,0.07,0.04,10,4,5,8,10,7,19,7,9,4,56,6,15,2,165,246,83,99,61,84,18,50,20
Omir Fernandez,NY Red Bulls,Major League Soccer,USA Major League Soccer,15,575,2,1,2,0.31,0.16,0.31,1.9,1.9,0.9,0.30,0.15,0.30,5,2,12,3,25,10,26,55,13,6,106,10,1,2,122,165,77,89,33,50,3,9,12
Sean Nealis,NY Red Bulls,Major League Soccer,USA Major League Soccer,6,453,0,0,0,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.01,0.03,1,5,4,18,5,1,12,1,6,2,54,12,26,1,169,208,71,76,78,95,16,30,17
Samuel Tetteh,NY Red Bulls,Major League Soccer,USA Major League Soccer,10,332,0,0,0,0.00,0.00,0.00,0.9,0.9,0.0,0.24,0.00,0.24,0,0,4,3,11,1,9,28,6,2,64,5,1,0,75,95,37,46,28,32,6,9,5
Caden Clark,NY Red Bulls,Major League Soccer,USA Major League Soccer,7,279,2,0,2,0.65,0.00,0.65,0.2,0.2,0.1,0.07,0.02,0.07,3,2,5,5,13,1,7,27,7,3,84,11,3,0,44,79,30,42,9,16,4,10,7
Patrick Seagrist,NY Red Bulls,Major League Soccer,USA Major League Soccer,3,245,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,3,0,3,11,1,0,4,1,5,4,37,4,12,0,72,112,28,37,38,53,6,18,18
