player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Agustín Allione,Rosario Cent,Superliga Argentina,Argentina Primera División,5,64,0,1,0,0.00,1.41,0.00,,,,,,,1,0,6,,,,,,,,,,,,,,,,,,,,
Néstor Ortigoza,Rosario Cent,Superliga Argentina,Argentina Primera División,2,39,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Alan Marinelli,Rosario Cent,Superliga Argentina,Argentina Primera División,4,30,0,0,0,0.00,0.00,0.00,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,
Rodrigo Villagra,Rosario Cent,Superliga Argentina,Argentina Primera División,1,15,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Francesco Lo Celso,Rosario Cent,Superliga Argentina,Argentina Primera División,1,12,0,0,0,0.00,0.00,0.00,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
Alfonso Parot,Rosario Cent,Superliga Argentina,Argentina Primera División,1,10,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Jonás Aguirre,Rosario Cent,Superliga Argentina,Argentina Primera División,1,6,0,0,0,0.00,0.00,0.00,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,
Stefano Callegari,Newell's OB,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson Ibáñez,Newell's OB,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Llano,Newell's OB,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Requena,Newell's OB,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Aguerre,Newell's OB,Superliga Argentina,Argentina Primera División,23,"2,070",0,0,0,0.00,0.00,0.00,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,
Mariano Bíttolo,Newell's OB,Superliga Argentina,Argentina Primera División,23,"2,070",0,7,0,0.00,0.30,0.00,,,,,,,120,36,41,,,,,,,,,,,,,,,,,,,,
Maxi Rodríguez,Newell's OB,Superliga Argentina,Argentina Primera División,23,"2,018",6,1,3,0.27,0.04,0.13,,,,,,,19,10,13,,,,,,,,,,,,,,,,,,,,
Santiago Gentiletti,Newell's OB,Superliga Argentina,Argentina Primera División,22,"1,980",0,0,0,0.00,0.00,0.00,,,,,,,1,36,23,,,,,,,,,,,,,,,,,,,,
Cristian Lema,Newell's OB,Superliga Argentina,Argentina Primera División,22,"1,980",5,0,4,0.23,0.00,0.18,,,,,,,1,31,19,,,,,,,,,,,,,,,,,,,,
Julián Fernández,Newell's OB,Superliga Argentina,Argentina Primera División,22,"1,972",1,3,1,0.05,0.14,0.05,,,,,,,2,27,59,,,,,,,,,,,,,,,,,,,,
Lucas Albertengo,Newell's OB,Superliga Argentina,Argentina Primera División,21,"1,422",3,0,3,0.19,0.00,0.19,,,,,,,32,5,8,,,,,,,,,,,,,,,,,,,,
Ángelo Gabrielli,Newell's OB,Superliga Argentina,Argentina Primera División,17,"1,390",2,3,2,0.13,0.19,0.13,,,,,,,78,26,14,,,,,,,,,,,,,,,,,,,,
Mauro Formica,Newell's OB,Superliga Argentina,Argentina Primera División,15,995,3,0,3,0.27,0.00,0.27,,,,,,,65,12,14,,,,,,,,,,,,,,,,,,,,
Luís Leal,Newell's OB,Superliga Argentina,Argentina Primera División,14,"1,016",3,0,3,0.27,0.00,0.27,,,,,,,34,4,6,,,,,,,,,,,,,,,,,,,,
Denis Rodríguez,Newell's OB,Superliga Argentina,Argentina Primera División,15,715,0,2,0,0.00,0.25,0.00,,,,,,,42,11,12,,,,,,,,,,,,,,,,,,,,
Jerónimo Cacciabue,Newell's OB,Superliga Argentina,Argentina Primera División,8,630,1,1,1,0.14,0.14,0.14,,,,,,,10,8,14,,,,,,,,,,,,,,,,,,,,
Alexis Rodríguez,Newell's OB,Superliga Argentina,Argentina Primera División,18,671,1,1,1,0.13,0.13,0.13,,,,,,,11,6,7,,,,,,,,,,,,,,,,,,,,
Aníbal Moreno,Newell's OB,Superliga Argentina,Argentina Primera División,12,632,1,1,1,0.14,0.14,0.14,,,,,,,16,7,16,,,,,,,,,,,,,,,,,,,,
Facundo Nadalín,Newell's OB,Superliga Argentina,Argentina Primera División,7,553,1,1,1,0.16,0.16,0.16,,,,,,,9,5,12,,,,,,,,,,,,,,,,,,,,
Rodrigo Salinas,Newell's OB,Superliga Argentina,Argentina Primera División,15,536,1,0,1,0.17,0.00,0.17,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,
Lucas Villarruel,Newell's OB,Superliga Argentina,Argentina Primera División,12,480,0,0,0,0.00,0.00,0.00,,,,,,,0,3,6,,,,,,,,,,,,,,,,,,,,
Braian Rivero,Newell's OB,Superliga Argentina,Argentina Primera División,10,478,0,1,0,0.00,0.19,0.00,,,,,,,12,5,4,,,,,,,,,,,,,,,,,,,,
Sebastián Palacios,Newell's OB,Superliga Argentina,Argentina Primera División,6,405,2,0,2,0.44,0.00,0.44,,,,,,,6,0,3,,,,,,,,,,,,,,,,,,,,
Pablo Pérez,Newell's OB,Superliga Argentina,Argentina Primera División,3,247,1,0,1,0.36,0.00,0.36,,,,,,,1,2,7,,,,,,,,,,,,,,,,,,,,
Fabricio Fontanini,Newell's OB,Superliga Argentina,Argentina Primera División,2,180,1,0,1,0.50,0.00,0.50,,,,,,,0,5,1,,,,,,,,,,,,,,,,,,,,
Cristian Insaurralde,Newell's OB,Superliga Argentina,Argentina Primera División,4,122,1,0,1,0.74,0.00,0.74,,,,,,,7,0,5,,,,,,,,,,,,,,,,,,,,
Matías Orihuela,Newell's OB,Superliga Argentina,Argentina Primera División,1,90,0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Francisco Fydriszewski,Newell's OB,Superliga Argentina,Argentina Primera División,1,61,0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Nicolás Castro,Newell's OB,Superliga Argentina,Argentina Primera División,3,43,0,0,0,0.00,0.00,0.00,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,
Francisco González,Newell's OB,Superliga Argentina,Argentina Primera División,1,7,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Enzo Cabrera,Newell's OB,Superliga Argentina,Argentina Primera División,1,6,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Pablo Álvarez,Arsenal,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubén Zamponi,Arsenal,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emiliano Papa,Arsenal,Superliga Argentina,Argentina Primera División,23,"2,070",0,1,0,0.00,0.04,0.00,,,,,,,51,27,29,,,,,,,,,,,,,,,,,,,,
Fernando Torrent,Arsenal,Superliga Argentina,Argentina Primera División,23,"1,987",1,3,1,0.05,0.14,0.05,,,,,,,102,16,42,,,,,,,,,,,,,,,,,,,,
Gastón Álvarez Suárez,Arsenal,Superliga Argentina,Argentina Primera División,22,"1,861",6,1,5,0.29,0.05,0.24,,,,,,,83,10,23,,,,,,,,,,,,,,,,,,,,
Fabio Pereyra,Arsenal,Superliga Argentina,Argentina Primera División,21,"1,889",1,0,1,0.05,0.00,0.05,,,,,,,0,31,15,,,,,,,,,,,,,,,,,,,,
Franco Sbuttoni,Arsenal,Superliga Argentina,Argentina Primera División,21,"1,828",0,0,0,0.00,0.00,0.00,,,,,,,2,22,22,,,,,,,,,,,,,,,,,,,,
Nicolás Giménez,Arsenal,Superliga Argentina,Argentina Primera División,22,"1,683",7,4,7,0.37,0.21,0.37,,,,,,,71,7,26,,,,,,,,,,,,,,,,,,,,
Jesús Soraire,Arsenal,Superliga Argentina,Argentina Primera División,22,"1,640",0,3,0,0.00,0.16,0.00,,,,,,,24,33,20,,,,,,,,,,,,,,,,,,,,
Lucas Piovi,Arsenal,Superliga Argentina,Argentina Primera División,20,"1,664",1,0,1,0.05,0.00,0.05,,,,,,,9,27,62,,,,,,,,,,,,,,,,,,,,
Juan Manuel García,Arsenal,Superliga Argentina,Argentina Primera División,19,"1,467",4,2,4,0.25,0.12,0.25,,,,,,,4,2,14,,,,,,,,,,,,,,,,,,,,
Juan Cruz Kaprof,Arsenal,Superliga Argentina,Argentina Primera División,17,"1,012",7,4,7,0.62,0.36,0.62,,,,,,,8,5,11,,,,,,,,,,,,,,,,,,,,
Maximiliano Gagliardo,Arsenal,Superliga Argentina,Argentina Primera División,12,"1,080",0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Daniel Sappa,Arsenal,Superliga Argentina,Argentina Primera División,11,990,0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Emiliano Méndez,Arsenal,Superliga Argentina,Argentina Primera División,12,680,2,2,2,0.26,0.26,0.26,,,,,,,1,14,15,,,,,,,,,,,,,,,,,,,,
Ezequiel Rescaldani,Arsenal,Superliga Argentina,Argentina Primera División,15,630,1,2,0,0.14,0.29,0.00,,,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,
Lautaro Joel Parisi,Arsenal,Superliga Argentina,Argentina Primera División,10,425,1,1,1,0.21,0.21,0.21,,,,,,,6,3,3,,,,,,,,,,,,,,,,,,,,
Joel Soñora,Arsenal,Superliga Argentina,Argentina Primera División,17,557,4,0,4,0.65,0.00,0.65,,,,,,,18,8,10,,,,,,,,,,,,,,,,,,,,
Mateo Carabajal,Arsenal,Superliga Argentina,Argentina Primera División,10,553,0,0,0,0.00,0.00,0.00,,,,,,,2,16,16,,,,,,,,,,,,,,,,,,,,
Ezequiel Cérica,Arsenal,Superliga Argentina,Argentina Primera División,11,319,1,0,1,0.28,0.00,0.28,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,
Facundo Pons,Arsenal,Superliga Argentina,Argentina Primera División,3,89,0,0,0,0.00,0.00,0.00,,,,,,,3,1,0,,,,,,,,,,,,,,,,,,,,
Lucas Necul,Arsenal,Superliga Argentina,Argentina Primera División,5,121,0,0,0,0.00,0.00,0.00,,,,,,,1,2,1,,,,,,,,,,,,,,,,,,,,
Alejo Antilef,Arsenal,Superliga Argentina,Argentina Primera División,4,87,0,0,0,0.00,0.00,0.00,,,,,,,5,0,1,,,,,,,,,,,,,,,,,,,,
Leonel Picco,Arsenal,Superliga Argentina,Argentina Primera División,2,39,0,0,0,0.00,0.00,0.00,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,
Joaquín Blázquez,Talleres,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lautaro Escalante,Talleres,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Fragueda,Talleres,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauro Ortiz,Talleres,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonel Rivas,Talleres,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Villalba,Talleres,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franco Fragapane,Talleres,Superliga Argentina,Argentina Primera División,23,"1,850",3,3,3,0.15,0.15,0.15,,,,,,,86,12,19,,,,,,,,,,,,,,,,,,,,
Nahuel Tenaglia,Talleres,Superliga Argentina,Argentina Primera División,22,"1,899",2,0,2,0.09,0.00,0.09,,,,,,,19,40,33,,,,,,,,,,,,,,,,,,,,
Guido Herrera,Talleres,Superliga Argentina,Argentina Primera División,21,"1,887",0,0,0,0.00,0.00,0.00,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,
Adrián Cubas,Talleres,Superliga Argentina,Argentina Primera División,20,"1,742",0,0,0,0.00,0.00,0.00,,,,,,,1,58,66,,,,,,,,,,,,,,,,,,,,
Jony,Talleres,Superliga Argentina,Argentina Primera División,21,"1,506",6,1,6,0.36,0.06,0.36,,,,,,,36,3,12,,,,,,,,,,,,,,,,,,,,
Nahuel Bustos,Talleres,Superliga Argentina,Argentina Primera División,20,"1,590",9,3,9,0.51,0.17,0.51,,,,,,,7,2,5,,,,,,,,,,,,,,,,,,,,
Facundo Medina,Talleres,Superliga Argentina,Argentina Primera División,17,"1,530",1,1,1,0.06,0.06,0.06,,,,,,,5,38,28,,,,,,,,,,,,,,,,,,,,
Juan Cruz Komar,Talleres,Superliga Argentina,Argentina Primera División,17,"1,462",0,0,0,0.00,0.00,0.00,,,,,,,0,23,15,,,,,,,,,,,,,,,,,,,,
Enzo Díaz,Talleres,Superliga Argentina,Argentina Primera División,15,"1,305",0,3,0,0.00,0.21,0.00,,,,,,,27,28,45,,,,,,,,,,,,,,,,,,,,
Juan Ignacio Méndez,Talleres,Superliga Argentina,Argentina Primera División,15,"1,083",2,0,2,0.17,0.00,0.17,,,,,,,5,22,19,,,,,,,,,,,,,,,,,,,,
Leonardo Godoy,Talleres,Superliga Argentina,Argentina Primera División,13,"1,032",2,0,2,0.17,0.00,0.17,,,,,,,29,22,8,,,,,,,,,,,,,,,,,,,,
Tomas Pochettino,Talleres,Superliga Argentina,Argentina Primera División,16,954,1,2,1,0.09,0.19,0.09,,,,,,,71,5,16,,,,,,,,,,,,,,,,,,,,
Dayro Moreno,Talleres,Superliga Argentina,Argentina Primera División,20,"1,016",3,5,2,0.27,0.44,0.18,,,,,,,6,3,2,,,,,,,,,,,,,,,,,,,,
José Mauri,Talleres,Superliga Argentina,Argentina Primera División,11,704,0,1,0,0.00,0.13,0.00,,,,,,,2,13,12,,,,,,,,,,,,,,,,,,,,
Diego Valoyes,Talleres,Superliga Argentina,Argentina Primera División,14,603,1,1,1,0.15,0.15,0.15,,,,,,,4,3,8,,,,,,,,,,,,,,,,,,,,
Javier Gandolfi,Talleres,Superliga Argentina,Argentina Primera División,8,500,0,0,0,0.00,0.00,0.00,,,,,,,0,5,5,,,,,,,,,,,,,,,,,,,,
Guilherme Parede,Talleres,Superliga Argentina,Argentina Primera División,6,463,3,2,3,0.58,0.39,0.58,,,,,,,14,3,3,,,,,,,,,,,,,,,,,,,,
Rafa Pérez,Talleres,Superliga Argentina,Argentina Primera División,5,450,0,0,0,0.00,0.00,0.00,,,,,,,0,8,4,,,,,,,,,,,,,,,,,,,,
Federico Navarro,Talleres,Superliga Argentina,Argentina Primera División,10,359,0,0,0,0.00,0.00,0.00,,,,,,,0,8,10,,,,,,,,,,,,,,,,,,,,
Mauricio Caranta,Talleres,Superliga Argentina,Argentina Primera División,2,180,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Martín Payero,Talleres,Superliga Argentina,Argentina Primera División,16,326,1,0,1,0.28,0.00,0.28,,,,,,,15,2,8,,,,,,,,,,,,,,,,,,,,
Renzo Paparelli,Talleres,Superliga Argentina,Argentina Primera División,2,101,0,0,0,0.00,0.00,0.00,,,,,,,0,4,1,,,,,,,,,,,,,,,,,,,,
Lautaro Guzmán,Talleres,Superliga Argentina,Argentina Primera División,4,67,0,2,0,0.00,2.69,0.00,,,,,,,8,1,3,,,,,,,,,,,,,,,,,,,,
Junior Arias,Talleres,Superliga Argentina,Argentina Primera División,1,34,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Favio Cabral,Talleres,Superliga Argentina,Argentina Primera División,1,22,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Mauro Valiente,Talleres,Superliga Argentina,Argentina Primera División,2,17,0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Andrés Ayala,Estudiantes,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emiliano González,Estudiantes,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauricio Guzmán,Estudiantes,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariano Andújar,Estudiantes,Superliga Argentina,Argentina Primera División,23,"2,070",0,0,0,0.00,0.00,0.00,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,
Jonathan Schunke,Estudiantes,Superliga Argentina,Argentina Primera División,22,"1,946",1,0,1,0.05,0.00,0.05,,,,,,,1,27,16,,,,,,,,,,,,,,,,,,,,
Facundo Sánchez,Estudiantes,Superliga Argentina,Argentina Primera División,20,"1,775",1,0,1,0.05,0.00,0.05,,,,,,,32,32,28,,,,,,,,,,,,,,,,,,,,
Iván Gómez,Estudiantes,Superliga Argentina,Argentina Primera División,20,"1,495",1,2,1,0.06,0.12,0.06,,,,,,,13,17,38,,,,,,,,,,,,,,,,,,,,
Enzo Kalinski,Estudiantes,Superliga Argentina,Argentina Primera División,16,"1,327",1,1,1,0.07,0.07,0.07,,,,,,,0,29,26,,,,,,,,,,,,,,,,,,,,
Juan Fuentes,Estudiantes,Superliga Argentina,Argentina Primera División,16,"1,236",0,0,0,0.00,0.00,0.00,,,,,,,4,18,28,,,,,,,,,,,,,,,,,,,,
Gastón Fernández,Estudiantes,Superliga Argentina,Argentina Primera División,18,985,1,3,1,0.09,0.27,0.09,,,,,,,46,8,5,,,,,,,,,,,,,,,,,,,,
Ángel González,Estudiantes,Superliga Argentina,Argentina Primera División,18,"1,265",2,0,2,0.14,0.00,0.14,,,,,,,22,6,10,,,,,,,,,,,,,,,,,,,,
Facundo Mura,Estudiantes,Superliga Argentina,Argentina Primera División,12,969,1,1,1,0.09,0.09,0.09,,,,,,,20,12,14,,,,,,,,,,,,,,,,,,,,
Manuel Castro,Estudiantes,Superliga Argentina,Argentina Primera División,14,952,1,0,1,0.09,0.00,0.09,,,,,,,54,11,15,,,,,,,,,,,,,,,,,,,,
Federico González,Estudiantes,Superliga Argentina,Argentina Primera División,17,"1,066",1,1,1,0.08,0.08,0.08,,,,,,,14,0,2,,,,,,,,,,,,,,,,,,,,
Nahuel Estévez,Estudiantes,Superliga Argentina,Argentina Primera División,17,957,1,1,1,0.09,0.09,0.09,,,,,,,71,8,15,,,,,,,,,,,,,,,,,,,,
Diego García,Estudiantes,Superliga Argentina,Argentina Primera División,16,910,1,0,1,0.10,0.00,0.10,,,,,,,35,14,13,,,,,,,,,,,,,,,,,,,,
Mateo Retegui,Estudiantes,Superliga Argentina,Argentina Primera División,18,991,4,0,3,0.36,0.00,0.27,,,,,,,14,3,7,,,,,,,,,,,,,,,,,,,,
Nazareno Colombo,Estudiantes,Superliga Argentina,Argentina Primera División,11,771,2,0,2,0.23,0.00,0.23,,,,,,,4,15,10,,,,,,,,,,,,,,,,,,,,
Edwar López,Estudiantes,Superliga Argentina,Argentina Primera División,12,721,2,1,2,0.25,0.12,0.25,,,,,,,16,10,13,,,,,,,,,,,,,,,,,,,,
Iván Erquiaga,Estudiantes,Superliga Argentina,Argentina Primera División,8,634,0,0,0,0.00,0.00,0.00,,,,,,,17,12,10,,,,,,,,,,,,,,,,,,,,
Javier Mascherano,Estudiantes,Superliga Argentina,Argentina Primera División,7,630,0,1,0,0.00,0.14,0.00,,,,,,,0,32,15,,,,,,,,,,,,,,,,,,,,
Lucas Rodríguez,Estudiantes,Superliga Argentina,Argentina Primera División,7,585,0,0,0,0.00,0.00,0.00,,,,,,,3,7,20,,,,,,,,,,,,,,,,,,,,
Gonzalo Jara,Estudiantes,Superliga Argentina,Argentina Primera División,6,494,0,0,0,0.00,0.00,0.00,,,,,,,0,14,7,,,,,,,,,,,,,,,,,,,,
Martín Cauteruccio,Estudiantes,Superliga Argentina,Argentina Primera División,4,271,2,0,2,0.66,0.00,0.66,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Mauricio Rosales,Estudiantes,Superliga Argentina,Argentina Primera División,3,169,0,0,0,0.00,0.00,0.00,,,,,,,5,12,3,,,,,,,,,,,,,,,,,,,,
Matías Pellegrini,Estudiantes,Superliga Argentina,Argentina Primera División,6,161,1,0,1,0.56,0.00,0.56,,,,,,,5,3,1,,,,,,,,,,,,,,,,,,,,
Marcos Rojo,Estudiantes,Superliga Argentina,Argentina Primera División,1,90,0,1,0,0.00,1.00,0.00,,,,,,,2,4,2,,,,,,,,,,,,,,,,,,,,
David Ayala,Estudiantes,Superliga Argentina,Argentina Primera División,1,79,0,0,0,0.00,0.00,0.00,,,,,,,0,2,0,,,,,,,,,,,,,,,,,,,,
Darío Sarmiento,Estudiantes,Superliga Argentina,Argentina Primera División,5,140,0,0,0,0.00,0.00,0.00,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,
Mauro Díaz,Estudiantes,Superliga Argentina,Argentina Primera División,3,79,0,1,0,0.00,1.14,0.00,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,
Milton Álvarez,Independiente,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Antonio Di Lorenzo,Independiente,Superliga Argentina,Argentina Primera División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martín Campaña,Independiente,Superliga Argentina,Argentina Primera División,23,"2,070",0,0,0,0.00,0.00,0.00,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,
Silvio Romero,Independiente,Superliga Argentina,Argentina Primera División,20,"1,680",12,0,8,0.64,0.00,0.43,,,,,,,5,4,4,,,,,,,,,,,,,,,,,,,,
Juan Sánchez Miño,Independiente,Superliga Argentina,Argentina Primera División,22,"1,793",1,2,1,0.05,0.10,0.05,,,,,,,79,23,39,,,,,,,,,,,,,,,,,,,,
Fabricio Bustos,Independiente,Superliga Argentina,Argentina Primera División,22,"1,682",0,3,0,0.00,0.16,0.00,,,,,,,44,18,39,,,,,,,,,,,,,,,,,,,,
