player,team,league_name_fbref,league_name_sofifa,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,crosses,interceptions,tackles_won,aerials_won,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,tackles,dribble_tackles,pressures,blocks,clearances,gca,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes
Bilal Ouacharaf,Málaga,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Quintana,Málaga,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio Santos,Málaga,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Strindholm,Málaga,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathieu Peybernes,Málaga,Segunda División,Spanish Segunda División,26,"2,228",2,0,2,0.08,0.00,0.08,,,,,,,5,25,14,,,,,,,,,,,,,,,,,,,,
Victor Perea,Málaga,Segunda División,Spanish Segunda División,24,"2,151",0,4,0,0.00,0.17,0.00,,,,,,,125,23,23,,,,,,,,,,,,,,,,,,,,
Alberto Escassi,Málaga,Segunda División,Spanish Segunda División,25,"2,063",1,0,1,0.04,0.00,0.04,,,,,,,7,31,47,,,,,,,,,,,,,,,,,,,,
Paulino,Málaga,Segunda División,Spanish Segunda División,25,"1,999",4,0,4,0.18,0.00,0.18,,,,,,,67,13,33,,,,,,,,,,,,,,,,,,,,
Brandon,Málaga,Segunda División,Spanish Segunda División,28,"1,985",6,1,3,0.27,0.05,0.14,,,,,,,13,10,22,,,,,,,,,,,,,,,,,,,,
Daniel Martín,Málaga,Segunda División,Spanish Segunda División,20,"1,800",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Javier Jiménez,Málaga,Segunda División,Spanish Segunda División,22,"1,687",0,0,0,0.00,0.00,0.00,,,,,,,75,20,28,,,,,,,,,,,,,,,,,,,,
Juande,Málaga,Segunda División,Spanish Segunda División,19,"1,660",1,0,1,0.05,0.00,0.05,,,,,,,0,25,6,,,,,,,,,,,,,,,,,,,,
Kevin Villodres,Málaga,Segunda División,Spanish Segunda División,25,"1,226",0,1,0,0.00,0.07,0.00,,,,,,,30,15,17,,,,,,,,,,,,,,,,,,,,
Roberto Férnandez,Málaga,Segunda División,Spanish Segunda División,23,"1,171",2,1,2,0.15,0.08,0.15,,,,,,,2,1,5,,,,,,,,,,,,,,,,,,,,
Genaro Rodríguez Serrano,Málaga,Segunda División,Spanish Segunda División,18,"1,207",2,0,2,0.15,0.00,0.15,,,,,,,6,16,14,,,,,,,,,,,,,,,,,,,,
Antonio Cortés,Málaga,Segunda División,Spanish Segunda División,23,"1,012",2,2,2,0.18,0.18,0.18,,,,,,,30,11,5,,,,,,,,,,,,,,,,,,,,
Jozabed,Málaga,Segunda División,Spanish Segunda División,19,"1,059",0,2,0,0.00,0.17,0.00,,,,,,,60,9,5,,,,,,,,,,,,,,,,,,,,
David Lombán,Málaga,Segunda División,Spanish Segunda División,12,"1,028",0,0,0,0.00,0.00,0.00,,,,,,,0,19,6,,,,,,,,,,,,,,,,,,,,
Ramón Enríquez,Málaga,Segunda División,Spanish Segunda División,18,959,1,0,1,0.09,0.00,0.09,,,,,,,12,11,3,,,,,,,,,,,,,,,,,,,,
Braian Cufré,Málaga,Segunda División,Spanish Segunda División,18,940,0,0,0,0.00,0.00,0.00,,,,,,,43,11,17,,,,,,,,,,,,,,,,,,,,
Dani Barrio,Málaga,Segunda División,Spanish Segunda División,9,810,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Jairo Samperio,Málaga,Segunda División,Spanish Segunda División,16,642,0,1,0,0.00,0.14,0.00,,,,,,,12,6,10,,,,,,,,,,,,,,,,,,,,
Ismael Casas Casado,Málaga,Segunda División,Spanish Segunda División,6,540,0,0,0,0.00,0.00,0.00,,,,,,,7,10,7,,,,,,,,,,,,,,,,,,,,
Luis Muñoz,Málaga,Segunda División,Spanish Segunda División,6,515,1,0,1,0.17,0.00,0.17,,,,,,,4,2,5,,,,,,,,,,,,,,,,,,,,
Sékou Gassama,Málaga,Segunda División,Spanish Segunda División,16,606,2,0,2,0.30,0.00,0.30,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
Aleix Febas,Málaga,Segunda División,Spanish Segunda División,6,405,0,0,0,0.00,0.00,0.00,,,,,,,1,7,1,,,,,,,,,,,,,,,,,,,,
Pablo Chavarría,Málaga,Segunda División,Spanish Segunda División,7,177,0,0,0,0.00,0.00,0.00,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,
Dani Lorenzo,Málaga,Segunda División,Spanish Segunda División,3,150,0,0,0,0.00,0.00,0.00,,,,,,,2,1,10,,,,,,,,,,,,,,,,,,,,
Álvaro Vadillo,Málaga,Segunda División,Spanish Segunda División,5,185,0,1,0,0.00,0.49,0.00,,,,,,,14,0,0,,,,,,,,,,,,,,,,,,,,
Iván Calero,Málaga,Segunda División,Spanish Segunda División,2,97,0,0,0,0.00,0.00,0.00,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,
Hicham Boussefiane,Málaga,Segunda División,Spanish Segunda División,5,96,0,1,0,0.00,0.94,0.00,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,
Ismael,Málaga,Segunda División,Spanish Segunda División,5,92,0,0,0,0.00,0.00,0.00,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,
Haitam Abaida,Málaga,Segunda División,Spanish Segunda División,4,90,0,1,0,0.00,1.00,0.00,,,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,
Andrés Caro,Málaga,Segunda División,Spanish Segunda División,1,11,0,0,0,0.00,0.00,0.00,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,
Loren Zúñiga,Málaga,Segunda División,Spanish Segunda División,2,4,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Egoitz Arana,Real Sociedad B,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yago Cantero,Real Sociedad B,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alejandro Carbonell,Real Sociedad B,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alberto Dadie,Real Sociedad B,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
José Ortega,Real Sociedad B,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jérémy Blasco,Real Sociedad B,Segunda División,Spanish Segunda División,28,"2,326",1,3,1,0.04,0.12,0.04,,,,,,,33,27,27,,,,,,,,,,,,,,,,,,,,
Urko González,Real Sociedad B,Segunda División,Spanish Segunda División,23,"2,052",0,1,0,0.00,0.04,0.00,,,,,,,0,30,20,,,,,,,,,,,,,,,,,,,,
Olasagasti,Real Sociedad B,Segunda División,Spanish Segunda División,22,"1,910",4,1,4,0.19,0.05,0.19,,,,,,,39,23,20,,,,,,,,,,,,,,,,,,,,
Gaizka Ayesa,Real Sociedad B,Segunda División,Spanish Segunda División,18,"1,620",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Aritz Arambarri,Real Sociedad B,Segunda División,Spanish Segunda División,18,"1,494",0,0,0,0.00,0.00,0.00,,,,,,,0,19,8,,,,,,,,,,,,,,,,,,,,
Peter Pokorny,Real Sociedad B,Segunda División,Spanish Segunda División,21,"1,534",0,0,0,0.00,0.00,0.00,,,,,,,2,30,25,,,,,,,,,,,,,,,,,,,,
Jon Karrikaburu,Real Sociedad B,Segunda División,Spanish Segunda División,25,"1,440",7,0,5,0.44,0.00,0.31,,,,,,,3,0,5,,,,,,,,,,,,,,,,,,,,
Ander Martin,Real Sociedad B,Segunda División,Spanish Segunda División,21,"1,376",0,1,0,0.00,0.07,0.00,,,,,,,86,21,19,,,,,,,,,,,,,,,,,,,,
Xeber,Real Sociedad B,Segunda División,Spanish Segunda División,26,"1,302",5,4,5,0.35,0.28,0.35,,,,,,,28,15,16,,,,,,,,,,,,,,,,,,,,
Roberto López,Real Sociedad B,Segunda División,Spanish Segunda División,19,"1,126",3,1,2,0.24,0.08,0.16,,,,,,,64,7,12,,,,,,,,,,,,,,,,,,,,
Julen Lobete,Real Sociedad B,Segunda División,Spanish Segunda División,12,"1,005",1,0,1,0.09,0.00,0.09,,,,,,,2,2,4,,,,,,,,,,,,,,,,,,,,
Aldasoro,Real Sociedad B,Segunda División,Spanish Segunda División,22,"1,185",0,2,0,0.00,0.15,0.00,,,,,,,5,16,17,,,,,,,,,,,,,,,,,,,,
Luca Sangalli,Real Sociedad B,Segunda División,Spanish Segunda División,18,"1,007",1,1,1,0.09,0.09,0.09,,,,,,,2,2,6,,,,,,,,,,,,,,,,,,,,
Naïs Djouahra,Real Sociedad B,Segunda División,Spanish Segunda División,17,964,0,0,0,0.00,0.00,0.00,,,,,,,76,6,10,,,,,,,,,,,,,,,,,,,,
Roberto Navarro,Real Sociedad B,Segunda División,Spanish Segunda División,11,755,0,1,0,0.00,0.12,0.00,,,,,,,9,6,6,,,,,,,,,,,,,,,,,,,,
Cristo,Real Sociedad B,Segunda División,Spanish Segunda División,14,975,0,1,0,0.00,0.09,0.00,,,,,,,55,15,9,,,,,,,,,,,,,,,,,,,,
Andoni Zubiaurre,Real Sociedad B,Segunda División,Spanish Segunda División,10,814,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Jon Magunacelaya,Real Sociedad B,Segunda División,Spanish Segunda División,20,910,3,1,3,0.30,0.10,0.30,,,,,,,7,1,0,,,,,,,,,,,,,,,,,,,,
Beñat Turrientes,Real Sociedad B,Segunda División,Spanish Segunda División,9,756,0,0,0,0.00,0.00,0.00,,,,,,,7,5,9,,,,,,,,,,,,,,,,,,,,
Germán Valera,Real Sociedad B,Segunda División,Spanish Segunda División,16,691,1,0,0,0.13,0.00,0.00,,,,,,,4,7,3,,,,,,,,,,,,,,,,,,,,
Gabilondo,Real Sociedad B,Segunda División,Spanish Segunda División,11,587,0,0,0,0.00,0.00,0.00,,,,,,,26,5,1,,,,,,,,,,,,,,,,,,,,
Garrido,Real Sociedad B,Segunda División,Spanish Segunda División,13,470,0,0,0,0.00,0.00,0.00,,,,,,,4,2,1,,,,,,,,,,,,,,,,,,,,
Enrique Clemente,Real Sociedad B,Segunda División,Spanish Segunda División,5,450,0,0,0,0.00,0.00,0.00,,,,,,,0,9,2,,,,,,,,,,,,,,,,,,,,
Ezkurdia,Real Sociedad B,Segunda División,Spanish Segunda División,6,380,0,0,0,0.00,0.00,0.00,,,,,,,5,3,4,,,,,,,,,,,,,,,,,,,,
Javi Martón,Real Sociedad B,Segunda División,Spanish Segunda División,15,277,0,0,0,0.00,0.00,0.00,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,
Jonathan Gomez,Real Sociedad B,Segunda División,Spanish Segunda División,3,270,0,0,0,0.00,0.00,0.00,,,,,,,8,5,0,,,,,,,,,,,,,,,,,,,,
Peru Rodríguez,Real Sociedad B,Segunda División,Spanish Segunda División,3,265,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Jon Pacheco,Real Sociedad B,Segunda División,Spanish Segunda División,2,180,0,0,0,0.00,0.00,0.00,,,,,,,0,2,5,,,,,,,,,,,,,,,,,,,,
Unai Marrero,Real Sociedad B,Segunda División,Spanish Segunda División,2,173,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Alex Sola,Real Sociedad B,Segunda División,Spanish Segunda División,5,168,0,0,0,0.00,0.00,0.00,,,,,,,8,2,6,,,,,,,,,,,,,,,,,,,,
Iker Kortajarena,Real Sociedad B,Segunda División,Spanish Segunda División,6,117,0,0,0,0.00,0.00,0.00,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,
Ander Zoilo,Real Sociedad B,Segunda División,Spanish Segunda División,2,19,0,0,0,0.00,0.00,0.00,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,
Pablo Marín,Real Sociedad B,Segunda División,Spanish Segunda División,1,11,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Jorge Aguirre,Real Sociedad B,Segunda División,Spanish Segunda División,1,1,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
José Javier Belman Calvo,Fuenlabrada,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaime Garrido,Fuenlabrada,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iñaki León,Fuenlabrada,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yanike Tenkou,Fuenlabrada,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrián Diéguez,Fuenlabrada,Segunda División,Spanish Segunda División,27,"2,277",0,0,0,0.00,0.00,0.00,,,,,,,7,51,39,,,,,,,,,,,,,,,,,,,,
Pedro León,Fuenlabrada,Segunda División,Spanish Segunda División,27,"2,205",8,0,3,0.33,0.00,0.12,,,,,,,205,20,22,,,,,,,,,,,,,,,,,,,,
Cristóbal,Fuenlabrada,Segunda División,Spanish Segunda División,26,"1,987",0,3,0,0.00,0.14,0.00,,,,,,,15,6,22,,,,,,,,,,,,,,,,,,,,
Ruben Pulido Peñas,Fuenlabrada,Segunda División,Spanish Segunda División,24,"2,001",0,0,0,0.00,0.00,0.00,,,,,,,1,31,24,,,,,,,,,,,,,,,,,,,,
Mikel Iribas,Fuenlabrada,Segunda División,Spanish Segunda División,28,"1,995",0,1,0,0.00,0.05,0.00,,,,,,,98,26,21,,,,,,,,,,,,,,,,,,,,
Altube,Fuenlabrada,Segunda División,Spanish Segunda División,20,"1,800",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Pol Valentín,Fuenlabrada,Segunda División,Spanish Segunda División,21,"1,556",0,0,0,0.00,0.00,0.00,,,,,,,48,23,28,,,,,,,,,,,,,,,,,,,,
Alejandro Sotillos,Fuenlabrada,Segunda División,Spanish Segunda División,20,"1,533",1,1,1,0.06,0.06,0.06,,,,,,,9,36,9,,,,,,,,,,,,,,,,,,,,
Roman Zozulya,Fuenlabrada,Segunda División,Spanish Segunda División,25,"1,433",2,2,2,0.13,0.13,0.13,,,,,,,1,4,6,,,,,,,,,,,,,,,,,,,,
Anderson,Fuenlabrada,Segunda División,Spanish Segunda División,22,"1,053",4,1,4,0.34,0.09,0.34,,,,,,,20,8,15,,,,,,,,,,,,,,,,,,,,
Álex Mula,Fuenlabrada,Segunda División,Spanish Segunda División,18,966,1,1,1,0.09,0.09,0.09,,,,,,,38,9,8,,,,,,,,,,,,,,,,,,,,
Paolo Gozzi Iweru,Fuenlabrada,Segunda División,Spanish Segunda División,12,810,0,0,0,0.00,0.00,0.00,,,,,,,9,5,21,,,,,,,,,,,,,,,,,,,,
Brahim Konaté,Fuenlabrada,Segunda División,Spanish Segunda División,11,740,1,0,1,0.12,0.00,0.12,,,,,,,1,10,7,,,,,,,,,,,,,,,,,,,,
Juanma,Fuenlabrada,Segunda División,Spanish Segunda División,16,944,0,0,0,0.00,0.00,0.00,,,,,,,0,18,11,,,,,,,,,,,,,,,,,,,,
Morro,Fuenlabrada,Segunda División,Spanish Segunda División,9,810,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Aboubakary Kanté,Fuenlabrada,Segunda División,Spanish Segunda División,15,800,1,0,1,0.11,0.00,0.11,,,,,,,1,2,2,,,,,,,,,,,,,,,,,,,,
Stéphane Mbia,Fuenlabrada,Segunda División,Spanish Segunda División,10,678,0,0,0,0.00,0.00,0.00,,,,,,,2,15,6,,,,,,,,,,,,,,,,,,,,
Iván Salvador,Fuenlabrada,Segunda División,Spanish Segunda División,13,681,0,2,0,0.00,0.26,0.00,,,,,,,14,11,12,,,,,,,,,,,,,,,,,,,,
Mohamed Bouldini,Fuenlabrada,Segunda División,Spanish Segunda División,6,532,2,0,2,0.34,0.00,0.34,,,,,,,5,0,8,,,,,,,,,,,,,,,,,,,,
Franco Soldano,Fuenlabrada,Segunda División,Spanish Segunda División,14,463,0,0,0,0.00,0.00,0.00,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,
Tachi,Fuenlabrada,Segunda División,Spanish Segunda División,5,387,0,0,0,0.00,0.00,0.00,,,,,,,1,5,3,,,,,,,,,,,,,,,,,,,,
Javier Ontiveros,Fuenlabrada,Segunda División,Spanish Segunda División,5,376,0,1,0,0.00,0.24,0.00,,,,,,,10,7,6,,,,,,,,,,,,,,,,,,,,
Mikel Agu,Fuenlabrada,Segunda División,Spanish Segunda División,4,343,0,0,0,0.00,0.00,0.00,,,,,,,1,6,3,,,,,,,,,,,,,,,,,,,,
Nuno Pina,Fuenlabrada,Segunda División,Spanish Segunda División,8,325,0,0,0,0.00,0.00,0.00,,,,,,,0,2,5,,,,,,,,,,,,,,,,,,,,
Arturo Molina,Fuenlabrada,Segunda División,Spanish Segunda División,12,397,0,0,0,0.00,0.00,0.00,,,,,,,9,3,7,,,,,,,,,,,,,,,,,,,,
Damián,Fuenlabrada,Segunda División,Spanish Segunda División,6,261,1,0,1,0.34,0.00,0.34,,,,,,,1,4,5,,,,,,,,,,,,,,,,,,,,
Jacques Dago,Fuenlabrada,Segunda División,Spanish Segunda División,7,203,0,0,0,0.00,0.00,0.00,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,
Adrián González,Fuenlabrada,Segunda División,Spanish Segunda División,6,192,0,0,0,0.00,0.00,0.00,,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,
David Amigo,Fuenlabrada,Segunda División,Spanish Segunda División,5,194,0,0,0,0.00,0.00,0.00,,,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,
Álvaro Bravo,Fuenlabrada,Segunda División,Spanish Segunda División,6,171,0,0,0,0.00,0.00,0.00,,,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,
Aldair Fuentes,Fuenlabrada,Segunda División,Spanish Segunda División,7,126,0,0,0,0.00,0.00,0.00,,,,,,,1,2,6,,,,,,,,,,,,,,,,,,,,
Jano,Fuenlabrada,Segunda División,Spanish Segunda División,1,56,0,0,0,0.00,0.00,0.00,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,
Alejandro Olmedo,Fuenlabrada,Segunda División,Spanish Segunda División,1,45,0,0,0,0.00,0.00,0.00,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
Stephen Buer,Fuenlabrada,Segunda División,Spanish Segunda División,4,83,0,0,0,0.00,0.00,0.00,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,
Cheick Timite,Fuenlabrada,Segunda División,Spanish Segunda División,5,57,0,0,0,0.00,0.00,0.00,,,,,,,3,1,0,,,,,,,,,,,,,,,,,,,,
Kevin Manzano,Fuenlabrada,Segunda División,Spanish Segunda División,1,5,0,0,0,0.00,0.00,0.00,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Oier Luengo,SD Amorebieta,Segunda División,Spanish Segunda División,25,"2,237",0,2,0,0.00,0.08,0.00,,,,,,,1,43,19,,,,,,,,,,,,,,,,,,,,
Larra,SD Amorebieta,Segunda División,Spanish Segunda División,26,"2,124",3,4,3,0.13,0.17,0.13,,,,,,,135,29,19,,,,,,,,,,,,,,,,,,,,
Markel Lozano,SD Amorebieta,Segunda División,Spanish Segunda División,24,"2,033",0,0,0,0.00,0.00,0.00,,,,,,,4,26,23,,,,,,,,,,,,,,,,,,,,
Iker Bilbao,SD Amorebieta,Segunda División,Spanish Segunda División,27,"1,873",2,2,2,0.10,0.10,0.10,,,,,,,65,18,20,,,,,,,,,,,,,,,,,,,,
Gorka Guruzeta,SD Amorebieta,Segunda División,Spanish Segunda División,26,"1,611",9,0,9,0.50,0.00,0.50,,,,,,,22,6,7,,,,,,,,,,,,,,,,,,,,
Álvaro Peña,SD Amorebieta,Segunda División,Spanish Segunda División,25,"1,580",1,0,1,0.06,0.00,0.06,,,,,,,33,10,18,,,,,,,,,,,,,,,,,,,,
Lander Olaetxea,SD Amorebieta,Segunda División,Spanish Segunda División,25,"1,626",2,1,2,0.11,0.06,0.11,,,,,,,19,11,35,,,,,,,,,,,,,,,,,,,,
Óscar Gil,SD Amorebieta,Segunda División,Spanish Segunda División,19,"1,599",0,0,0,0.00,0.00,0.00,,,,,,,3,25,21,,,,,,,,,,,,,,,,,,,,
Koldo Obieta,SD Amorebieta,Segunda División,Spanish Segunda División,27,"1,339",6,3,6,0.40,0.20,0.40,,,,,,,12,1,3,,,,,,,,,,,,,,,,,,,,
Roberto Santamaría,SD Amorebieta,Segunda División,Spanish Segunda División,15,"1,293",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Iker Seguín,SD Amorebieta,Segunda División,Spanish Segunda División,16,"1,222",0,2,0,0.00,0.15,0.00,,,,,,,138,20,9,,,,,,,,,,,,,,,,,,,,
Aitor Arregi,SD Amorebieta,Segunda División,Spanish Segunda División,13,"1,146",0,0,0,0.00,0.00,0.00,,,,,,,1,15,4,,,,,,,,,,,,,,,,,,,,
Gorka Larruzea,SD Amorebieta,Segunda División,Spanish Segunda División,18,"1,107",1,0,1,0.08,0.00,0.08,,,,,,,32,31,21,,,,,,,,,,,,,,,,,,,,
Iosu Ozkoidi,SD Amorebieta,Segunda División,Spanish Segunda División,15,958,0,0,0,0.00,0.00,0.00,,,,,,,48,9,9,,,,,,,,,,,,,,,,,,,,
Íñigo Orozko,SD Amorebieta,Segunda División,Spanish Segunda División,22,"1,099",2,2,2,0.16,0.16,0.16,,,,,,,5,1,2,,,,,,,,,,,,,,,,,,,,
Jon Irazábal,SD Amorebieta,Segunda División,Spanish Segunda División,10,682,0,0,0,0.00,0.00,0.00,,,,,,,1,13,11,,,,,,,,,,,,,,,,,,,,
Iker Unzueta,SD Amorebieta,Segunda División,Spanish Segunda División,18,709,1,0,1,0.13,0.00,0.13,,,,,,,15,0,2,,,,,,,,,,,,,,,,,,,,
Mikel Saizar,SD Amorebieta,Segunda División,Spanish Segunda División,8,687,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Unai Marino,SD Amorebieta,Segunda División,Spanish Segunda División,7,630,0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
Mikel San José,SD Amorebieta,Segunda División,Spanish Segunda División,14,572,0,0,0,0.00,0.00,0.00,,,,,,,9,5,2,,,,,,,,,,,,,,,,,,,,
Peru Nolaskoain,SD Amorebieta,Segunda División,Spanish Segunda División,6,462,0,0,0,0.00,0.00,0.00,,,,,,,1,4,2,,,,,,,,,,,,,,,,,,,,
Aitor Aldalur,SD Amorebieta,Segunda División,Spanish Segunda División,9,366,0,0,0,0.00,0.00,0.00,,,,,,,12,4,7,,,,,,,,,,,,,,,,,,,,
Andoni López,SD Amorebieta,Segunda División,Spanish Segunda División,5,303,0,1,0,0.00,0.30,0.00,,,,,,,27,1,1,,,,,,,,,,,,,,,,,,,,
Sergio Moreno,SD Amorebieta,Segunda División,Spanish Segunda División,6,240,0,0,0,0.00,0.00,0.00,,,,,,,4,0,1,,,,,,,,,,,,,,,,,,,,
Mikel Álvaro,SD Amorebieta,Segunda División,Spanish Segunda División,12,283,0,0,0,0.00,0.00,0.00,,,,,,,3,2,5,,,,,,,,,,,,,,,,,,,,
Aimar Sagastibelza,SD Amorebieta,Segunda División,Spanish Segunda División,3,245,0,0,0,0.00,0.00,0.00,,,,,,,0,4,1,,,,,,,,,,,,,,,,,,,,
Zarrabeitia,SD Amorebieta,Segunda División,Spanish Segunda División,3,157,0,0,0,0.00,0.00,0.00,,,,,,,6,8,2,,,,,,,,,,,,,,,,,,,,
Javier Ros,SD Amorebieta,Segunda División,Spanish Segunda División,4,140,1,0,1,0.64,0.00,0.64,,,,,,,3,2,0,,,,,,,,,,,,,,,,,,,,
Asier Etxaburu,SD Amorebieta,Segunda División,Spanish Segunda División,16,178,1,2,1,0.51,1.01,0.51,,,,,,,4,0,2,,,,,,,,,,,,,,,,,,,,
Iker Amorrortu,SD Amorebieta,Segunda División,Spanish Segunda División,8,127,1,0,1,0.71,0.00,0.71,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,
Rafael Diz,Alcorcón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emiliano,Alcorcón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Álvaro Muñoz Yuste,Alcorcón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagoba Zárraga,Alcorcón,Segunda División,Spanish Segunda División,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dani Jiménez,Alcorcón,Segunda División,Spanish Segunda División,24,"2,160",0,0,0,0.00,0.00,0.00,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,
David Fernández,Alcorcón,Segunda División,Spanish Segunda División,25,"2,066",1,0,1,0.04,0.00,0.04,,,,,,,5,35,12,,,,,,,,,,,,,,,,,,,,
Laure,Alcorcón,Segunda División,Spanish Segunda División,24,"1,999",0,2,0,0.00,0.09,0.00,,,,,,,48,28,27,,,,,,,,,,,,,,,,,,,,
Nicolás Gorosito,Alcorcón,Segunda División,Spanish Segunda División,21,"1,653",2,0,2,0.11,0.00,0.11,,,,,,,1,37,14,,,,,,,,,,,,,,,,,,,,
Óscar Arribas,Alcorcón,Segunda División,Spanish Segunda División,26,"1,565",0,2,0,0.00,0.12,0.00,,,,,,,46,6,14,,,,,,,,,,,,,,,,,,,,
Antonio Moyano,Alcorcón,Segunda División,Spanish Segunda División,22,"1,501",1,0,1,0.06,0.00,0.06,,,,,,,15,23,16,,,,,,,,,,,,,,,,,,,,
Carlos Bellvís,Alcorcón,Segunda División,Spanish Segunda División,19,"1,393",0,1,0,0.00,0.06,0.00,,,,,,,54,28,11,,,,,,,,,,,,,,,,,,,,
Juan Hernández,Alcorcón,Segunda División,Spanish Segunda División,23,"1,283",3,0,2,0.21,0.00,0.14,,,,,,,96,3,4,,,,,,,,,,,,,,,,,,,,
Juanma Bravo,Alcorcón,Segunda División,Spanish Segunda División,19,"1,216",1,1,1,0.07,0.07,0.07,,,,,,,10,14,12,,,,,,,,,,,,,,,,,,,,
Jorge Zarfino,Alcorcón,Segunda División,Spanish Segunda División,18,"1,214",3,0,3,0.22,0.00,0.22,,,,,,,22,9,11,,,,,,,,,,,,,,,,,,,,
Carlos Hernández,Alcorcón,Segunda División,Spanish Segunda División,16,"1,202",0,0,0,0.00,0.00,0.00,,,,,,,0,21,13,,,,,,,,,,,,,,,,,,,,
