name,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes,gca,tackles,dribble_tackles,pressures,blocks,interceptions,clearances,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,crosses,tackles_won,aerials_won
Ermedin Demirović,3,182,1,1,1,0.49,0.49,0.49,0.9,0.9,0.1,0.43,0.03,0.43,20,31,14,20,4,7,1,2,1,1,2,0,65,3,0,2,8,0,4,24,1,2,3
Enzo Fernández,16,"1,052",2,0,2,0.17,0.00,0.17,0.0,0.0,0.0,0.00,0.03,0.00,17,31,9,15,7,11,0,2,1,0,2,1,17,0,0,1,0,3,2,2,0,0,1
Antonio Sivera,1,62,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,7,12,1,1,1,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Víctor López,1,60,0,1,0,0.00,1.50,0.00,0.1,0.1,0.3,0.10,0.38,0.10,10,18,3,5,3,5,4,6,1,1,1,0,16,3,0,0,4,0,6,7,1,1,0
Aleksandar Katai,3,55,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.06,0.00,0.06,10,12,6,7,4,5,0,0,2,1,2,0,21,0,0,0,1,3,2,3,0,1,0
Héctor Hernández,1,16,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,3,4,1,2,2,2,0,0,1,0,1,1,3,0,2,1,0,0,1,0,0,0,0
Aritz Castro,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Landeta,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
José Luis Morales,35,"3,058",10,8,7,0.29,0.24,0.21,8.4,6.2,5.3,0.25,0.16,0.18,634,992,288,395,250,363,87,171,107,19,25,12,659,44,29,11,164,82,192,250,102,17,10
José Campaña,35,"2,734",1,4,1,0.03,0.13,0.03,1.2,1.2,4.5,0.04,0.15,0.04,1301,1611,527,606,555,648,199,305,173,6,53,14,548,46,37,32,33,32,179,82,37,39,25
Sergio Postigo,30,"2,425",1,0,1,0.04,0.00,0.04,0.3,0.3,0.5,0.01,0.02,0.01,751,945,189,214,377,420,181,295,72,1,30,9,149,32,48,134,16,8,78,4,1,18,25
Oier Olazábal,26,"2,340",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,282,558,12,12,74,82,196,464,0,1,0,0,0,1,0,0,1,3,0,1,0,0,0
Jefferson Lerma,26,"2,135",0,1,0,0.00,0.04,0.00,1.4,1.4,0.9,0.06,0.04,0.06,895,1101,365,432,409,485,111,162,80,1,57,12,358,45,38,31,20,13,58,41,4,39,73
Chema,25,"2,017",1,1,1,0.04,0.04,0.04,0.3,0.3,0.1,0.01,0.01,0.01,546,706,124,141,271,303,145,251,44,2,24,11,109,50,26,113,15,4,20,5,0,15,39
Antonio Luna,23,"2,021",0,2,0,0.00,0.09,0.00,0.3,0.3,2.2,0.01,0.10,0.01,665,975,268,326,294,398,94,228,78,2,36,18,260,57,27,47,19,15,91,50,47,28,8
Jason,27,"1,786",1,2,1,0.05,0.10,0.05,2.6,2.6,2.6,0.13,0.13,0.13,374,565,218,274,118,181,30,74,40,2,31,8,412,22,29,9,62,26,74,148,48,24,15
Rober,25,"1,909",0,0,0,0.00,0.00,0.00,0.5,0.5,0.0,0.02,0.00,0.02,554,683,175,210,274,315,97,140,35,0,25,10,184,37,29,76,8,9,24,9,2,18,11
Pedro López Muñoz,21,"1,594",0,0,0,0.00,0.00,0.00,0.1,0.1,0.5,0.00,0.03,0.00,596,801,252,299,269,344,71,140,64,1,28,5,207,37,26,37,7,6,45,17,38,15,12
Ivi,29,"1,762",4,3,3,0.20,0.15,0.15,3.0,2.2,2.6,0.15,0.13,0.11,447,683,222,293,147,217,70,154,69,8,39,13,578,24,15,12,52,36,113,115,66,22,11
Enis Bardhi,26,"1,580",9,1,9,0.51,0.06,0.51,2.8,2.8,1.3,0.16,0.07,0.16,511,666,235,282,195,229,74,135,63,7,32,6,356,27,23,6,29,26,86,69,24,22,4
Toño,12,"1,080",0,1,0,0.00,0.08,0.00,0.1,0.1,0.4,0.01,0.04,0.01,458,606,206,233,193,243,57,117,44,2,15,6,80,15,17,13,10,16,79,24,30,10,6
Erick Cabaco,14,"1,040",0,0,0,0.00,0.00,0.00,0.5,0.5,0.0,0.04,0.00,0.04,225,322,51,60,129,154,41,100,22,1,19,11,61,13,15,59,4,2,13,2,0,13,14
Cheick Doukouré,19,"1,022",1,0,1,0.09,0.00,0.09,1.3,1.3,0.3,0.11,0.03,0.11,257,313,110,138,114,132,29,35,20,1,24,7,380,18,13,5,17,6,10,29,2,18,11
Saša Lukić,16,994,0,1,0,0.00,0.09,0.00,0.1,0.1,2.0,0.01,0.18,0.01,299,364,129,156,146,163,23,39,33,2,16,4,245,18,13,15,6,17,31,19,3,12,7
Raúl Fernández,11,990,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,180,323,5,5,34,35,140,281,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Emmanuel Boateng,2,156,0,0,0,0.00,0.00,0.00,6.5,6.5,1.2,0.46,0.09,0.46,147,228,86,123,45,77,12,14,15,8,3,1,328,16,0,12,63,11,31,114,2,0,47
Roger Martí,17,963,3,2,2,0.28,0.19,0.19,3.7,2.9,1.3,0.35,0.12,0.27,133,203,77,105,44,70,10,19,20,3,6,2,226,11,1,4,61,11,31,105,13,3,5
Álex Alegría,9,628,0,0,0,0.00,0.00,0.00,1.2,1.2,0.1,0.17,0.01,0.17,112,155,75,94,28,42,1,3,4,2,6,2,131,7,5,7,36,2,8,38,1,2,35
Shaquell Moore,6,424,0,0,0,0.00,0.00,0.00,0.5,0.5,0.1,0.10,0.02,0.10,167,226,81,90,73,100,12,27,18,0,6,2,68,8,11,6,3,3,20,7,8,5,2
Armando Sadiku,6,267,0,0,0,0.00,0.00,0.00,0.3,0.3,0.0,0.10,0.02,0.10,49,68,27,39,17,22,3,5,4,0,0,0,66,4,1,0,10,3,3,29,0,0,2
Iván López,3,173,0,1,0,0.00,0.52,0.00,0.0,0.0,0.3,0.01,0.14,0.01,79,105,31,35,33,36,15,32,14,1,2,1,7,4,9,0,0,6,8,1,6,1,1
Nano,35,"2,818",0,1,0,0.00,0.03,0.00,1.0,1.0,0.0,0.32,0.01,0.32,35,57,16,28,13,16,5,6,3,0,8,3,75,6,0,1,16,2,11,24,0,0,2
Samu García,7,177,0,1,0,0.00,0.51,0.00,0.0,0.0,0.2,0.03,0.13,0.03,30,50,16,22,12,21,1,3,4,1,4,1,50,8,2,1,3,3,5,10,2,3,1
Rubén Rochina,4,212,0,0,0,0.00,0.00,0.00,1.1,1.1,0.0,0.66,0.02,0.66,65,85,27,32,25,33,13,19,14,2,9,6,50,1,0,0,6,5,14,9,0,0,0
Koke Vegas,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,11,23,3,3,2,2,6,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hacen,2,81,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,25,39,9,14,9,14,6,9,1,0,0,0,6,3,1,1,0,0,1,1,0,0,1
Aly Abeid,1,77,0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.20,0.00,29,38,15,16,10,11,4,9,2,0,3,1,9,2,1,2,0,0,3,1,2,1,0
Fahad Al Muwallad,2,27,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,9,12,7,9,2,3,0,0,1,0,0,0,13,0,0,0,2,0,0,3,1,0,0
Verza,24,"1,519",2,1,1,0.12,0.06,0.06,"","","","","","",,,,,,,,,,,,,,,0,,,,,,0,0,
Unai Núñez,33,"2,941",1,0,1,0.03,0.00,0.03,2.6,2.6,0.3,0.08,0.01,0.08,1209,1491,257,328,640,706,303,437,112,2,62,22,295,71,64,118,30,13,104,19,2,36,82
Iñaki Williams,38,"2,851",7,6,7,0.22,0.19,0.22,8.6,8.6,5.2,0.27,0.17,0.27,564,761,307,383,198,260,48,76,32,8,21,5,644,33,17,9,202,56,149,310,65,13,28
Kepa Arrizabalaga,30,"2,700",0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.01,0.00,598,926,36,38,194,197,368,691,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Raúl García,19,"1,392",0,2,0,0.00,0.13,0.00,0.4,0.4,1.4,0.02,0.09,0.02,440,677,196,241,187,243,56,177,33,2,27,12,215,32,14,30,3,12,35,12,34,17,5
Markel Susaeta,34,"2,264",3,2,3,0.12,0.08,0.12,2.1,2.1,4.5,0.08,0.18,0.08,740,1005,321,391,304,366,108,218,63,4,37,18,579,26,19,10,73,35,128,167,72,24,13
Mikel San José,26,"2,155",1,1,1,0.04,0.04,0.04,1.4,1.4,1.0,0.06,0.04,0.06,817,1042,326,400,361,428,125,187,103,3,48,14,535,47,36,28,29,16,74,51,11,32,55
Iñigo Lekue,32,"2,111",0,1,0,0.00,0.04,0.00,0.7,0.7,1.7,0.03,0.07,0.03,886,1177,372,441,397,492,108,205,106,2,60,24,400,41,27,33,25,42,173,44,58,28,21
Aritz Aduriz,33,"2,152",9,1,6,0.38,0.04,0.25,11.3,7.8,1.1,0.47,0.05,0.33,332,508,203,282,102,160,18,40,32,2,12,2,323,12,7,17,119,25,48,185,15,9,85
Ander Iturraspe,30,"1,904",0,0,0,0.00,0.00,0.00,0.2,0.2,2.2,0.01,0.10,0.01,971,1221,336,397,416,491,212,316,102,2,33,9,312,34,27,46,6,7,66,36,24,19,33
Óscar de Marcos,21,"1,658",1,2,1,0.05,0.11,0.05,1.4,1.4,1.8,0.07,0.10,0.07,641,867,269,340,302,369,67,132,85,4,25,9,276,23,13,27,44,11,81,71,54,16,12
Mikel Balenziaga,18,"1,549",0,2,0,0.00,0.12,0.00,0.2,0.2,1.2,0.01,0.07,0.01,590,792,251,287,285,364,46,103,53,2,40,15,294,36,24,38,8,13,68,26,38,26,18
Iñigo Córdoba,30,"1,459",1,1,1,0.06,0.06,0.06,1.1,1.1,1.8,0.07,0.11,0.07,361,549,174,238,142,196,37,84,48,4,42,17,473,40,21,5,44,32,122,102,53,26,14
Enric Saborit,19,"1,428",0,1,0,0.00,0.06,0.00,0.3,0.3,0.6,0.02,0.04,0.02,512,692,212,261,236,306,61,107,44,2,39,12,186,31,24,34,6,5,62,35,30,22,15
Mikel Rico,17,"1,171",0,0,0,0.00,0.00,0.00,0.8,0.8,1.0,0.06,0.07,0.06,452,561,160,186,220,260,65,94,36,3,20,4,294,21,18,10,18,11,33,42,6,10,3
Beñat Etxebarria,24,"1,120",0,2,0,0.00,0.16,0.00,0.4,0.4,1.7,0.03,0.14,0.03,620,790,208,237,286,338,123,208,69,6,27,11,245,15,29,9,2,3,53,41,23,16,2
Mikel Vesga,12,806,1,1,1,0.11,0.11,0.11,0.8,0.8,0.7,0.09,0.08,0.09,329,410,122,144,154,183,49,73,23,3,14,3,226,14,19,13,15,6,39,23,6,10,24
Iago Herrerín,8,720,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.01,0.00,147,242,17,17,30,31,100,194,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Iker Muniain,14,780,4,2,4,0.46,0.23,0.46,2.2,2.2,1.1,0.25,0.13,0.25,365,437,159,188,159,178,39,59,53,4,8,1,206,6,5,2,35,17,82,68,9,7,1
Yeray Álvarez,8,675,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,359,437,82,98,185,209,89,125,30,1,9,2,41,7,8,12,3,2,40,2,1,4,10
Eneko Bóveda,8,667,0,0,0,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.01,0.00,201,276,59,79,103,126,39,64,18,0,16,6,98,22,9,26,1,3,3,4,1,9,9
Xabier Etxeita,5,376,1,0,1,0.24,0.00,0.24,0.3,0.3,0.0,0.07,0.00,0.07,137,159,26,29,76,85,34,42,8,0,4,1,32,6,4,23,4,0,6,4,1,2,2
Sabin Merino,13,374,0,0,0,0.00,0.00,0.00,1.1,1.1,0.2,0.26,0.06,0.26,65,95,42,54,22,36,1,3,5,1,7,4,109,6,2,9,22,6,10,38,5,5,5
Andoni López,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.00,0.02,33,43,11,14,16,21,6,7,1,0,0,0,17,2,1,1,1,1,2,3,0,0,2
Ager Aketxe,3,37,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.21,0.00,0.21,32,42,21,22,8,9,3,9,2,1,1,0,8,2,0,0,2,0,5,5,2,0,0
Víctor San Bartolomé,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Unai Simón,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Enrique Sola,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Daniel Vivian,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Iván Cuéllar,35,"3,150",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,418,964,15,18,87,89,316,857,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
Javier Eraso,34,"2,533",4,3,4,0.14,0.11,0.14,4.1,4.1,2.9,0.15,0.10,0.15,644,898,357,437,208,286,66,141,52,6,29,8,825,34,25,6,76,18,86,193,29,16,15
Joseba Zaldúa,30,"2,557",1,0,1,0.04,0.00,0.04,0.8,0.8,1.5,0.03,0.05,0.03,908,1248,405,484,405,507,90,223,96,2,73,33,383,44,48,49,31,17,109,39,61,38,40
Rubén Pérez,31,"2,516",0,0,0,0.00,0.00,0.00,0.3,0.3,1.0,0.01,0.03,0.01,1103,1455,375,447,492,603,232,379,140,4,94,30,561,43,74,37,2,32,75,10,7,75,34
Diego Rico,26,"2,228",2,2,2,0.08,0.08,0.08,1.7,1.7,3.0,0.07,0.12,0.07,863,1293,353,446,385,522,121,277,130,3,68,27,332,69,69,28,37,20,98,66,84,41,22
Dimitris Siovas,24,"2,057",1,1,1,0.04,0.04,0.04,1.6,1.6,0.0,0.07,0.00,0.07,559,767,161,196,296,365,93,191,36,1,46,19,199,36,64,54,25,9,23,14,4,31,50
Nabil El Zhar,30,"1,981",2,2,2,0.09,0.09,0.09,3.2,3.2,2.5,0.15,0.11,0.15,475,639,253,316,167,205,48,91,53,4,13,4,336,26,16,1,62,58,110,134,54,9,16
Unai Bustinza,20,"1,637",2,0,2,0.11,0.00,0.11,2.8,2.8,0.4,0.15,0.02,0.15,524,683,188,226,240,285,95,161,33,0,34,15,154,31,35,47,22,7,28,17,11,21,29
Omar Ramos,23,"1,448",0,1,0,0.00,0.06,0.00,0.5,0.5,2.0,0.03,0.12,0.03,352,503,193,220,112,155,44,113,36,3,23,11,304,25,19,9,24,38,67,66,41,15,8
Ezequiel Muñoz,19,"1,407",0,1,0,0.00,0.06,0.00,0.4,0.4,0.6,0.03,0.04,0.03,392,523,113,142,202,247,63,116,9,1,35,9,147,18,20,64,11,3,5,8,1,23,42
Gerard Gumbau,25,"1,434",1,0,1,0.06,0.00,0.06,0.7,0.7,0.4,0.05,0.02,0.05,420,541,154,191,183,219,79,120,50,1,26,8,333,23,13,21,7,6,27,10,0,16,9
Miguel Ángel Guerrero,22,"1,442",4,3,4,0.25,0.19,0.25,4.8,4.0,1.7,0.30,0.11,0.25,284,362,179,212,84,117,12,15,9,6,7,3,367,17,6,13,57,16,32,123,3,3,28
Darko Brašanac,23,"1,203",2,0,2,0.15,0.00,0.15,1.8,1.8,0.6,0.14,0.05,0.14,334,444,169,207,125,162,33,58,34,2,26,4,312,24,14,4,25,16,47,52,10,16,19
Alexander,13,"1,060",2,2,1,0.17,0.17,0.08,2.4,1.6,2.0,0.20,0.17,0.14,220,330,134,175,66,93,10,38,23,3,13,4,195,21,17,1,44,8,34,73,29,12,3
Martín Mantovani,14,"1,022",1,0,1,0.09,0.00,0.09,1.0,1.0,0.1,0.09,0.01,0.09,306,403,97,120,154,197,52,79,20,0,12,3,69,17,16,59,6,1,10,4,0,6,31
Mauro dos Santos,14,983,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,236,318,66,80,101,129,67,101,17,0,18,7,93,16,11,51,8,1,12,0,3,13,23
Tito,29,"1,831",0,0,0,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.03,0.00,210,282,110,121,81,103,16,44,17,1,9,2,101,15,0,8,1,1,20,6,0,0,3
Naranjo,1,24,1,0,1,3.75,0.00,3.75,0.9,0.9,0.5,0.15,0.07,0.15,109,152,57,74,36,41,13,30,10,0,11,3,143,9,0,5,11,7,20,31,0,0,5
Erik Morán,6,228,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,85,114,36,44,34,42,14,27,10,0,3,0,51,1,1,0,1,1,5,0,2,3,1
Nereo Champagne,2,180,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,26,52,1,2,5,5,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Ander Serantes,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,8,27,1,1,1,1,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alejandro Gutiérrez Mozo,1,45,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,14,16,4,5,7,8,3,3,0,0,2,1,16,0,2,0,0,1,2,0,0,1,0
Jaime Sierra Mateos,2,28,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,5,6,1,1,2,3,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Sergio Segura García,1,23,0,0,0,0.00,0.00,0.00,"","","","","","","","","","","","","","","","","","","","",1,"","","","","",0,2,""
Gabri,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Mamadou Koné,15,"1,265",5,1,5,0.36,0.07,0.36,"","","","","","",,,,,,,,,,,,,,,0,,,,,,0,0,
Leonardo Rocha,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Lucas Pérez,35,"2,797",8,6,5,0.26,0.19,0.16,9.1,6.1,7.8,0.29,0.25,0.20,660,983,320,413,234,320,98,231,80,11,14,2,659,17,12,1,129,33,118,265,78,10,4
Luisinho,30,"2,622",1,1,1,0.03,0.03,0.03,0.6,0.6,2.2,0.02,0.07,0.02,1158,1529,483,558,537,672,131,267,84,3,97,40,411,59,39,68,25,36,116,40,67,49,19
Rubén,28,"2,478",0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,318,549,34,35,101,104,179,406,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
Celso Borges,32,"2,300",3,3,3,0.12,0.12,0.12,3.2,3.2,2.2,0.12,0.09,0.12,945,1224,485,601,352,423,99,169,106,4,49,12,642,53,31,33,51,22,77,91,16,38,96
Fabian Schär,25,"2,219",2,2,2,0.08,0.08,0.08,3.3,3.3,0.5,0.13,0.02,0.13,750,966,216,252,328,382,201,322,54,2,50,18,211,46,37,119,25,8,42,11,3,26,34
Sidnei,21,"1,778",1,1,1,0.05,0.05,0.05,0.5,0.5,0.4,0.03,0.02,0.03,636,777,145,172,347,378,138,217,37,2,37,14,188,31,38,87,20,10,37,9,4,23,36
Raúl Albentosa,20,"1,748",1,0,1,0.05,0.00,0.05,1.4,1.4,0.1,0.07,0.00,0.07,594,778,108,137,313,369,171,261,33,0,16,6,119,24,13,72,23,1,9,18,3,12,24
Emre Çolak,26,"1,449",1,1,1,0.06,0.06,0.06,1.5,1.5,3.2,0.09,0.20,0.09,660,850,325,376,236,284,89,170,93,5,26,5,279,14,8,4,34,36,89,114,43,16,4
Florin Andone,29,"1,636",7,3,7,0.39,0.17,0.39,10.6,9.9,1.0,0.58,0.06,0.54,193,305,120,160,67,102,2,17,11,5,10,2,338,13,4,10,105,13,40,179,20,8,21
Pedro Mosquera,23,"1,396",0,2,0,0.00,0.13,0.00,1.5,1.5,0.5,0.10,0.03,0.10,556,709,196,235,255,297,100,162,72,3,41,7,461,42,20,26,20,9,54,36,13,30,19
Federico Cartabia,20,"1,324",2,1,2,0.14,0.07,0.14,1.8,1.8,1.6,0.12,0.11,0.12,444,601,207,256,182,242,49,82,44,4,33,13,334,26,14,6,50,33,119,113,39,20,5
Federico Valverde,24,"1,233",0,0,0,0.00,0.00,0.00,0.8,0.8,1.1,0.06,0.08,0.06,455,601,210,264,180,227,59,93,48,1,18,6,225,16,20,16,21,13,50,49,15,10,17
Fernando Navarro,15,"1,046",0,0,0,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.02,0.00,400,515,158,186,180,224,55,93,46,0,27,9,147,28,18,31,3,6,33,4,14,16,14
Zakaria Bakkali,23,909,0,0,0,0.00,0.00,0.00,1.3,1.3,0.5,0.13,0.05,0.13,231,316,123,152,85,110,19,42,24,2,16,5,168,2,5,9,34,12,68,64,29,10,5
Carles Gil,10,476,0,1,0,0.00,0.19,0.00,0.4,0.4,1.0,0.07,0.20,0.07,188,219,102,116,65,74,16,19,27,1,3,0,130,10,2,1,8,10,51,28,4,2,0
Sulley Muntari,8,405,0,0,0,0.00,0.00,0.00,0.2,0.2,0.2,0.04,0.05,0.04,107,161,41,56,47,65,17,35,17,0,13,3,84,15,6,5,2,1,8,5,4,8,6
Borja Valle,17,486,3,2,3,0.56,0.37,0.56,3.0,3.0,1.1,0.55,0.21,0.55,97,136,51,64,37,58,9,13,5,4,4,1,123,3,3,5,25,9,18,43,13,4,6
Alejandro Arribas,16,"1,306",1,0,1,0.07,0.00,0.07,0.1,0.1,0.0,0.05,0.00,0.05,102,122,24,28,57,62,20,31,8,0,2,0,23,5,0,7,2,0,1,1,0,0,4
Francis Uzoho,2,180,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,20,49,1,3,6,6,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerard Valentín,3,158,0,0,0,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,39,54,15,16,17,24,7,14,2,0,8,1,33,2,3,3,4,1,4,2,1,5,1
Maksym Koval,11,990,0,1,0,0.00,0.09,0.00,0.0,0.0,0.0,0.00,0.00,0.00,21,34,4,4,8,10,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bruno Gama,15,"1,114",1,2,1,0.08,0.16,0.08,0.0,0.0,0.2,0.02,0.12,0.02,34,45,19,21,11,12,3,8,5,0,1,1,36,0,0,1,6,2,5,7,0,0,0
Mujaid Sadick,2,106,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,36,39,13,13,21,23,2,3,0,0,4,0,10,5,0,5,0,0,0,0,1,2,0
Przemysław Tytoń,2,98,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,15,27,2,2,5,5,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Aldo One,1,90,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,18,22,5,6,9,11,4,5,0,0,1,1,6,0,1,6,0,0,0,0,0,0,1
Edu Expósito,3,96,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,44,50,16,19,24,25,4,5,1,0,1,0,27,2,0,1,1,2,6,1,0,0,0
Quique Fornos,0,"","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,
Jonathan Calleri,37,"3,109",9,3,4,0.26,0.09,0.12,13.6,9.8,1.7,0.39,0.05,0.28,462,725,254,371,155,228,37,82,41,5,20,4,509,25,15,28,196,33,73,341,29,17,85
Ximo Navarro,31,"2,608",0,1,0,0.00,0.03,0.00,0.1,0.1,0.4,0.00,0.01,0.00,1114,1344,383,434,551,629,171,259,65,1,48,15,287,52,49,92,6,17,62,10,5,33,21
Leandro Chichizola,27,"2,430",0,0,0,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.02,0.00,694,1000,102,106,326,338,265,552,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0
Michel,28,"2,130",0,1,0,0.00,0.04,0.00,0.3,0.3,2.0,0.01,0.08,0.01,956,1206,483,541,380,468,72,146,72,1,31,11,189,44,24,38,31,14,81,65,62,21,26
Dani Castellano,24,"2,025",0,2,0,0.00,0.09,0.00,0.1,0.1,0.7,0.01,0.03,0.01,815,1052,400,462,348,440,50,113,52,3,37,16,263,58,26,44,17,26,119,27,32,22,22
Jonathan Viera,23,"1,993",4,3,3,0.18,0.14,0.14,5.3,3.1,5.2,0.24,0.24,0.14,1243,1517,677,750,429,522,110,197,151,8,33,8,436,16,12,1,41,52,234,98,30,27,5
Javi Castellano,23,"1,566",0,0,0,0.00,0.00,0.00,0.1,0.1,0.3,0.00,0.02,0.00,943,1066,435,493,405,439,88,107,34,1,41,9,266,22,31,20,4,3,32,9,3,26,26
Vicente Gómez,25,"1,525",0,0,0,0.00,0.00,0.00,0.9,0.9,0.5,0.05,0.03,0.05,779,903,359,409,339,381,66,93,38,1,22,6,237,22,10,13,24,12,47,64,12,14,21
Tana,24,"1,552",1,1,1,0.06,0.06,0.06,1.5,1.5,1.3,0.09,0.08,0.09,671,820,358,407,240,284,56,100,75,1,29,15,380,22,19,2,32,30,97,102,17,18,2
Alen Halilović,20,"1,304",2,1,2,0.14,0.07,0.14,1.8,1.8,1.8,0.12,0.12,0.12,373,513,195,229,126,169,46,101,34,4,6,3,166,11,6,6,29,22,137,54,56,5,2
Alberto Aquilani,21,"1,297",0,0,0,0.00,0.00,0.00,0.7,0.7,0.7,0.05,0.05,0.05,851,1010,367,418,325,367,153,211,69,0,36,12,256,20,22,21,11,7,62,21,5,19,9
Oghenekaro Etebo,18,"1,616",4,1,4,0.22,0.06,0.22,0.6,0.6,0.3,0.04,0.02,0.04,528,633,206,241,234,271,85,115,52,1,17,10,251,24,10,8,10,13,61,32,11,16,11
Matías Aguirregaray,12,967,0,0,0,0.00,0.00,0.00,0.5,0.5,0.6,0.04,0.04,0.04,489,668,228,258,203,276,54,120,54,1,24,10,173,28,0,13,11,17,56,32,0,0,5
Raúl Lizoain,11,990,0,0,0,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,227,289,32,33,135,139,59,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Bigas,12,894,0,0,0,0.00,0.00,0.00,0.2,0.2,0.3,0.02,0.03,0.02,525,593,176,193,267,284,77,106,28,0,16,7,94,23,29,37,3,8,32,2,0,12,13
David García,18,"1,620",2,0,2,0.11,0.00,0.11,0.3,0.3,0.3,0.03,0.03,0.03,377,479,114,133,194,220,65,118,33,0,16,6,67,17,0,23,8,2,11,3,0,0,7
Momo,13,673,0,1,0,0.00,0.13,0.00,0.5,0.5,1.0,0.06,0.14,0.06,304,391,153,184,109,128,35,65,35,1,10,2,115,5,7,2,15,9,45,28,19,6,5
Gabriel Peñalba,15,"1,164",0,1,0,0.00,0.08,0.00,0.2,0.2,0.0,0.03,0.00,0.03,310,361,140,150,119,139,40,56,18,1,9,4,80,14,0,14,3,8,22,5,0,0,9
David Simón,11,721,0,0,0,0.00,0.00,0.00,0.2,0.2,1.3,0.02,0.16,0.02,407,515,208,237,176,211,21,56,25,0,21,6,148,15,13,12,14,15,41,19,23,18,4
