name,games,minutes,goals,assists,goals_pens,goals_per90,assists_per90,goals_pens_per90,xg,npxg,xa,xg_per90,xa_per90,npxg_per90,passes_completed,passes,passes_completed_short,passes_short,passes_completed_medium,passes_medium,passes_completed_long,passes_long,progressive_passes,gca,tackles,dribble_tackles,pressures,blocks,interceptions,clearances,touches_att_pen_area,dribbles_completed,progressive_carries,progressive_passes_received,crosses,tackles_won,aerials_won
Frederik Nielsen,3,15,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Connor Kirby,1,13,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Jake Kean,3,270,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Fraser Preston,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Bidwell,46,"3,910",2,4,2,0.05,0.09,0.05,,,,,,,,,,,,,,,,,,,,,65,,,,,,155,52,
Luke Freeman,45,"3,844",5,12,5,0.12,0.28,0.12,,,,,,,,,,,,,,,,,,,,,46,,,,,,366,49,
Alex Smithies,43,"3,826",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,3,,,,,,1,1,
Josh Scowen,42,"3,718",1,1,1,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,72,,,,,,41,58,
Massimo Luongo,39,"3,388",6,3,6,0.16,0.08,0.16,,,,,,,,,,,,,,,,,,,,,60,,,,,,47,94,
Jack Robinson,31,"2,645",2,1,2,0.07,0.03,0.07,,,,,,,,,,,,,,,,,,,,,47,,,,,,6,37,
Nedum Onuoha,29,"2,499",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,39,,,,,,3,20,
Paweł Wszołek,36,"2,468",2,4,2,0.07,0.15,0.07,,,,,,,,,,,,,,,,,,,,,38,,,,,,159,26,
Alex Baptiste,26,"2,242",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,52,,,,,,17,16,
Conor Washington,33,"2,261",6,1,5,0.24,0.04,0.20,,,,,,,,,,,,,,,,,,,,,3,,,,,,18,2,
Joel Lynch,25,"1,852",1,1,1,0.05,0.05,0.05,,,,,,,,,,,,,,,,,,,,,43,,,,,,10,17,
Darnell Furlong,22,"1,601",0,3,0,0.00,0.17,0.00,,,,,,,,,,,,,,,,,,,,,33,,,,,,36,14,
Matt Smith,41,"2,074",11,9,11,0.48,0.39,0.48,,,,,,,,,,,,,,,,,,,,,3,,,,,,5,6,
Jamie Mackie,20,"1,239",4,1,4,0.29,0.07,0.29,,,,,,,,,,,,,,,,,,,,,5,,,,,,17,12,
Idrissa Sylla,26,"1,235",7,0,6,0.51,0.00,0.44,,,,,,,,,,,,,,,,,,,,,5,,,,,,1,8,
Jordan Cousins,15,989,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,9,,,,,,10,17,
Ryan Manning,19,922,2,1,2,0.20,0.10,0.20,,,,,,,,,,,,,,,,,,,,,9,,,,,,36,10,
Eberechi Eze,20,"1,370",5,0,5,0.33,0.00,0.33,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Paul Smyth,13,693,2,1,2,0.26,0.13,0.26,,,,,,,,,,,,,,,,,,,,,4,,,,,,34,7,
Bright Osayi-Samuel,4,181,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
James Perch,7,510,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,17,,,,,,7,9,
David Wheeler,2,135,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Ilias Chair,4,301,1,1,1,0.30,0.30,0.30,,,,,,,,,,,,,,,,,,,,,0,,,,,,8,4,
Aramide Oteh,6,245,1,0,1,0.37,0.00,0.37,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,1,
Kazenga LuaLua,6,120,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,3,,,,,,6,0,
Joe Lumley,17,"1,530",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Osman Kakay,2,156,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,
Steven Caulker,12,"1,080",1,1,1,0.08,0.08,0.08,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Matt Ingram,20,"1,800",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,
Grant Hall,4,118,0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,0,
Ariel Borysiuk,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Goss,13,842,2,1,2,0.21,0.11,0.21,,,,,,,,,,,,,,,,,,,,,"",,,,,,"","",
Niko Hämäläinen,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie Owens,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Petrasso,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chay Tilt,0,"","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Osborn,46,"3,807",4,5,4,0.09,0.12,0.09,,,,,,,,,,,,,,,,,,,,,44,,,,,,172,66,
Kieran Dowell,38,"2,692",9,4,8,0.30,0.13,0.27,,,,,,,,,,,,,,,,,,,,,14,,,,,,103,23,
Jordan Smith,29,"2,610",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,2,,,,,,0,0,
Tendayi Darikwa,30,"2,554",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,41,,,,,,67,55,
Joe Worrall,31,"2,618",1,0,1,0.03,0.00,0.03,,,,,,,,,,,,,,,,,,,,,46,,,,,,2,19,
Michael Mancienne,29,"2,434",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,44,,,,,,3,13,
Ben Brereton,35,"2,233",5,2,4,0.20,0.08,0.16,,,,,,,,,,,,,,,,,,,,,5,,,,,,18,7,
Danny Fox,23,"2,025",0,0,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,23,,,,,,10,14,
Daryl Murphy,27,"2,017",7,0,6,0.31,0.00,0.27,,,,,,,,,,,,,,,,,,,,,4,,,,,,12,4,
Eric Lichaj,23,"1,887",1,0,1,0.05,0.00,0.05,,,,,,,,,,,,,,,,,,,,,20,,,,,,42,29,
Barrie McKay,26,"1,691",5,7,5,0.27,0.37,0.27,,,,,,,,,,,,,,,,,,,,,11,,,,,,68,14,
